title,question,expected_answer,generated_answer,is_similar
Sanskrit,What are two examples of epic poetry written in Sanskrit?,the Ramayana and Mahabharata,"['Two examples of epic poetry written in Sanskrit are the ""Mahabharata"" and the ""Ramayana.""']",10
Geography_of_the_United_States,What type of mountains compose the Cascades?,volcanic mountains,"['The Cascades consist of largely intermittent, volcanic mountains.']",8
Hyderabad,"Hyderabad was named in honor of someone, who was it?",Caliph Ali Ibn Abi Talib,"['Hyderabad was named in honor of the Caliph Ali Ibn Abi Talib, who was also known as Haydar due to his lion-like valour in battles.']",7
Alps,"Mont Blanc, the Matterhorn, and peaks in the Pennine Alps cosist of what?",layers of rock from the various orogenies,"['Mont Blanc, the Matterhorn, and peaks in the Pennine Alps consist of layers of rock from various orogenies, including exposures of basement rock.']",7
Gymnastics,What is a round-off entry vault called?,Yurchenko,['A round-off entry vault is called a Yurchenko.'],8
French_and_Indian_War,Was the plan formalized?,"['was never ratified', 'never ratified', 'The plan that the delegates agreed to was never ratified', 'The plan that the delegates agreed to was never ratified by the colonial legislatures nor approved of by the crown']","['Based on the context provided, it appears that there were various discussions and potential plans mentioned, such as the ""Philadelphia Order"" by the Nixon administration to ensure fair hiring practices, and the Molotov–Ribbentrop Pact involving economic negotiations between Germany and the Soviet Union. However, the specific language of whether a ""plan"" was formally ""formalized"" is not directly addressed in the given excerpts.\n\nIf we consider a general interpretation, the Philadelphia Order was initiated with goals but explicitly stated that it would not impose quotas, indicating that the plan had a framework but might not have been fully formalized in a rigid sense. In terms of the negotiations concerning the Molotov–Ribbentrop Pact, while there were discussions, the context mentions that negotiations had to be channeled into economic discussions rather than political agreements, suggesting a lack of formalization in that respect as well.\n\nTherefore, based on these nuances, the answer would be: \n\nNo, the plan was not fully formalized in a conventional or rigid sense, as the efforts were more about establishing frameworks and discussions rather than concrete agreements.']",0
European_Central_Bank,Who is responsible for overseeing all monetary policy?,The Executive Board,"['The Federal Open Market Committee (FOMC) is responsible for overseeing all monetary policy in the United States. In Europe, the European Central Bank (ECB) and its Executive Board, under the direction of the Governing Council, are responsible for the implementation of monetary policy.']",3
Annelid,Where do earthworms prefer to live on the surface?,generally in moist leaf litter,['Earthworms prefer to live in moist leaf litter on the surface.'],9
Brain,What part of the brain most strongly differentiates mammals from other vertebrates?,The cerebral cortex,"['The part of the brain that most strongly differentiates mammals from other vertebrates is the cerebral cortex, which in mammals evolves into a complex six-layered structure called the neocortex or isocortex.']",7
Insect,"In what year did the word ""insect"" appear in a document?",1601,"['The word ""insect"" first appears documented in English in the year 1601.']",8
2008_Summer_Olympics_torch_relay,What did the Chinese media focus on as far as human rights protesters?,the more disruptive protesters,"['The Chinese media focused on portraying the human rights protesters as being biased and as attempting to demonize China. They accused Western media of ""demonizing"" China during their coverage of the protests, suggesting that the protests were misrepresented and that the narrative was being manipulated against China. There was also a significant emphasis on framing the protesters as disruptive to the Olympic spirit and an affront to national pride, particularly in response to the actions of pro-Tibet activists and other critics of the Chinese government.']",3
Marvel_Comics,Under what handle were Marvel's detective fiction comics published?,Marvel Mystery Comics,"['Marvel\'s detective fiction comics were published under the handle ""Curtis Magazines.""']",0
Sky_(United_Kingdom),Within the 30 days how many digiboxes had been sold?,"['over 100,000', '100,000']","['The provided context does not contain specific information about the sales of digiboxes within a 30-day period. Therefore, I am unable to answer the question regarding the number of digiboxes sold.']",0
New_Delhi,The regional office of the World Bank in India is located in what city?,New Delhi,['The regional office of the World Bank in India is located in New Delhi.'],7
Napoleon,One reason Poland views Napoleon favorably is due to his abolition of what form of indentured servitude?,serfdom,['Poland views Napoleon favorably due to his abolition of serfdom.'],5
"Tucson,_Arizona",How does Tucson rank among US metro areas?,52nd largest,"['Tucson ranks as the 59th largest metropolitan area in the United States, according to the data provided from the 2010 Census.']",2
Alaska,How much tidal shoreline does Alaska have in miles?,"nearly 34,000 miles","['Alaska has nearly 34,000 miles of tidal shoreline.']",8
Cork_(city),WHat are some festivals or events of note in Cork?,"the Cork Jazz Festival, Cork Film Festival, and Live at the Marquee","[""Cork hosts a variety of festivals and events throughout the year, including:\n\n1. **Cork Jazz Festival** - One of the most prominent jazz festivals in Ireland, attracting international and local artists.\n2. **Cork Midsummer Festival** - Celebrating arts and culture with a focus on music, theater, and visual arts.\n3. **Cork Film Festival** - Showcasing a diverse range of films, including Irish and international cinema.\n4. **Fleadh Cheoil na hÉireann** - A celebration of traditional Irish music and culture that includes competitions and performances.\n5. **Cork City Carnival** - A festive event featuring parades, live performances, and family activities.\n6. **Cork Christmas Market** - A festive market held in the city center offering crafts, food, and seasonal entertainment.\n\nThese events highlight Cork's rich cultural scene and community engagement.""]",5
Immune_system,Disruptions in sleep can lead to increase in what chronic conditions?,"['heart disease, chronic pain, and asthma', 'chronic pain']","['Disruptions in sleep can lead to an increase in chronic conditions such as heart disease, chronic pain, asthma, breast cancer, seasonal affective disorder, and delayed sleep phase syndrome.']",5
Yale_University,When did Yale first incorporate humanities and sciences?,by 1777,"['Yale began to incorporate humanities and sciences as part of its curriculum in the early 18th century, specifically highlighted by the substantial donation of books in 1714, which included the best of modern English literature, science, philosophy, and theology. The process of integrating these subjects was a response to the evolving educational demands, reflecting a broader commitment to balancing classical education with contemporary innovations in higher education.']",3
Hokkien,"Besides Amoy, what is another hybrid of Quanzhou and Zhangzhou?",Taiwanese,['Another hybrid of Quanzhou and Zhangzhou is Taiwanese Hokkien.'],3
The_Blitz,What kind of bombers was Germany not able to build?,four-engined bombers,"['Germany was not able to build enough strategic bombers that could effectively target and damage crucial industrial and military sites during World War II. The Luftwaffe faced shortages and limitations in bomber production capacity and was often forced to improvise with lighter aircraft, like the Junkers Ju 87 Stuka dive-bombers and fighter-bombers, which were not optimized for major strategic bombing campaigns. Additionally, the strategic bombing efforts during the Blitz demonstrated that the existing bombers could not reliably hit their intended targets, leading to ineffective strikes and a failure to significantly impact enemy capabilities.']",3
Ottoman_Empire,What millet was subject to Justinian's Code?,The Orthodox millet,"[""The Orthodox millet was subject to Justinian's Code.""]",3
Greeks,Who made up the majority of soldiers in the Ottoman Empire ?,"men of Greek origin made up a significant proportion of the Ottoman army, navy","['The majority of soldiers in the Ottoman Empire were men of Greek origin, along with a significant proportion of Albanians and Serbs. These individuals were often levied into Ottoman service through the devshirme system during the first half of the Ottoman period.']",6
Ottoman_Empire,What 1876 Novel did Namik Kemal write?,"İntibâh (""Awakening"")","['Namik Kemal wrote the important 1876 novel titled **İntibâh** (""Awakening"").']",8
2008_Summer_Olympics_torch_relay,How many Special Police protected the relay event?,1000,"['The context mentions that approximately 3,000 police officers protected the Olympic torch relay event in Paris.']",0
Communications_in_Somalia,Who was the only provider of dial up service in Somalias SouthCentral regions in 2009?,Global Internet Company,"[""The only provider of dial up services in Somalia's south-central regions in 2009 was the Global Internet Company, a firm jointly owned by the major Somali telecommunication networks Hormuud Telecom, Telcom Somalia, and Nationlink.""]",7
Jews,When did the expulsion of Jews from Spain and Portugal occur?,the 1490s,"['The expulsion of Jews from Spain occurred in 1492, and from Portugal, it took place in 1497.']",8
Middle_Ages,What portion of the European population died in the Black Death?,a third,"[""The Black Death is estimated to have killed between 30% to 60% of Europe's total population.""]",7
Solar_energy,What is an example of a passive solar technique?,orienting a building to the Sun,['An example of a passive solar technique is selecting materials with favorable thermal properties to help maintain comfortable indoor temperatures.'],3
"Ann_Arbor,_Michigan",How many parks are there in the city of Ann Arbor?,157,['There are 157 municipal parks in the city of Ann Arbor.'],8
Georgian_architecture,Somerset House was designed by whom?,Sir William Chambers,['Somerset House was designed by the architect Sir William Chambers.'],7
Canadian_Armed_Forces,"Early on, what did they defend against with the British?",invasion by the United States,"['Early on, the United States defended against British actions such as the impressment of seamen on American ships into the Royal Navy, disruptions to trade, and British support for an Indian insurrection in the American Midwest that aimed to block American expansion.']",2
Super_Nintendo_Entertainment_System,What was the SNES called in South Korea?,Super Comboy,"['In South Korea, the SNES was known as the Super Comboy (슈퍼 컴보이).']",8
The_Blitz,What happened to Peter Stahl when he fell asleep flying?,woke up to discover the entire crew asleep.,"['When Peter Stahl fell asleep while flying on his 50th mission with KG 30, he woke up to discover that the entire crew was also asleep. He roused them, ensured they took oxygen and Dextro-Energen tablets, and then completed the mission.']",8
Dog,What scenes were popular in art during the Middle Ages?,Hunting,"['During the Middle Ages, several themes and scenes were popular in art, particularly in Christian contexts. Key scenes included:\n\n1. **Religious Iconography**: Common depictions of Christ and the Virgin Mary were prevalent, often showing Christ in red mantles to signify importance. The iconography included scenes from the Bible, such as the Crucifixion, the Nativity, and the Last Judgment. \n\n2. **Saints and Apostles**: Mosaics and paintings frequently featured Christ flanked by male and female saints and the twelve Apostles, highlighting their significance in Christian narratives.\n\n3. **Biblical Events**: Many artworks illustrated significant events from the Scriptures, utilizing rich symbolism and elaborately designed elements to convey religious stories.\n\n4. **Tomb Scenes**: Intricate tomb designs and relief carvings became common, often representing the deceased in a manner reflecting their status and religious beliefs.\n\n5. **Mosaics**: Particularly in Rome, the use of mosaics depicted scenes of Christ’s life and stories from the Bible, often displayed prominently in basilicas.\n\n6. **Elaborate Altarpieces**: Painted or carved relief altarpieces were common, conveying religious narratives and becoming focal points within churches.\n\n7. **Pilgrimages and Holy Sites**: Artists also depicted pilgrimage scenes, showing popular sites such as Rome and Jerusalem, which attracted many visitors during the period.\n\nThese themes not only reflected the spiritual beliefs of the time but also served to educate the laity about Christian teachings and values.']",0
Montevideo,What year was Montevideo Shopping  built?,1985,['Montevideo Shopping was built in 1985.'],7
Alaska,How does Alaska's per capita personal income rank against other states?,15th in the nation,"[""Alaska's per capita personal income for 2007 was $40,042, ranking 15th in the nation.""]",9
Carnival,What do dancers lampoon in the ritual heralding the coming of King Carnival?,current events or public figures,['Dancers lampoon current events or public figures in the ritual heralding the coming of King Carnival.'],7
Mesozoic,When was the top of archosaur diversity?,Jurassic,['The height of archosaur diversity was during the Jurassic period.'],7
Royal_assent,How can the House of Commons be notified of assent if it is not in session?,publishing a special issue of the Journals of the House of Commons,"['If the House of Commons is not in session, it can be notified of the granting of royal assent by way of publishing a special issue of the Journals of the House of Commons.']",8
Post-punk,What do contemporary scholars feel the post-punk period contributed in hindsight?,significant innovations and music,"['Contemporary scholars argue that the post-punk period produced significant innovations and music on its own, countering the notion that it was merely an awkward phase following the punk movement. Simon Reynolds described this era as ""a fair match for the sixties"" in terms of the amount of great music created, its adventurous spirit, and its connection to the political and social turbulence of its time. Additionally, Nicholas Lezard highlighted that the music was often cerebral and aimed at disturbing or provoking thought in the audience, rather than simply focusing on making pop songs. Overall, this perspective emphasizes the artistic and cultural significance of post-punk, marking it as a crucial period in music history.']",8
The_Blitz,What was the biggest fear aerial attacks would cause besides death and wounded?,psychological trauma,"['The biggest fear aerial attacks would cause, besides death and wounded, was the collapse of civilian will. It was believed that bombing residential areas would weaken the resolve of the civilian population, potentially leading to a collapse of production and civil life, particularly in democracies where public disapproval of the government could be expressed.']",6
Somerset,What 2 Unitary authorities were established in april 1996 ,"North Somerset, and Bath & North East Somerset",['The two unitary authorities established in April 1996 were Plymouth and Torbay.'],0
Brigham_Young_University,How long is a full-time mission for males?,two years,['A full-time mission for males is two years in length.'],9
Empiricism,What is subjective idealism closely related to?,Phenomenalism,"['Subjective idealism is closely related to the concept that objects are no more than collections or ""bundles"" of sense data in the perceiver, and it asserts that individuals can only know sensations and ideas of objects directly, rather than abstractions such as ""matter."" It is notably associated with the philosophy of George Berkeley, who advanced a theory called immaterialism, emphasizing that ideas depend on being perceived for their very existence, encapsulated in the phrase ""esse est percipi"" or ""to be is to be perceived.""']",3
Near_East,"The term ""Near East"" acquired considerable disrepute in whose eyes?",English-speaking public,"['The term ""Near East"" acquired considerable disrepute in the eyes of the English-speaking public.']",3
Rule_of_law,What language is spoken in most rule of law countries?,English,"[""The question specifically inquires about the language spoken in most rule of law countries. However, the contexts provided do not explicitly mention a specific language that is predominantly spoken in rule of law countries. Rule of law is a concept that transcends language, applying to the governance structures of various nations regardless of their official languages. \n\nThat said, in many rule of law countries, such as those mentioned in the contexts (e.g., South Korea, Singapore, Japan, Taiwan, and Hong Kong), the primary languages would be Korean, Mandarin, Japanese, and English, respectively. Thus, there isn't a single language associated with all rule of law countries; it varies depending on the specific country.""]",3
Liberia,What are the 73 members of the house are appropriated among? ,the 15 counties on the basis of the national census,"['The 73 members of the House are apportioned among the 15 counties on the basis of the national census, with each county receiving a minimum of two members.']",7
Frédéric_Chopin,What two dignitaries where at his first performance in London?,Queen Victoria and Prince Albert.,"['The contexts provided do not specify which performance is being referred to or identify the two dignitaries present at any specific performance in London. Therefore, I cannot provide an answer based on the information available. If you have more details about the performance or the dignitaries in question, please provide them for a more accurate response.']",0
Translation,Slavic and Germanic languages also use a similar loanword from what source?,Latin,['Slavic and Germanic languages both use loanwords from Latin.'],3
Frédéric_Chopin,What did Chopin play at the funeral?,Franz Schubert's lied Die Gestirne.,"[""Chopin's Preludes No. 4 in E minor and No. 6 in B minor were played at the funeral, along with the Funeral March from Chopin's Piano Sonata No. 2.""]",0
Elizabeth_II,What title and name did Elizabeth's father take upon becoming king?,King George VI,"['Elizabeth\'s father took the regnal name ""George VI"" upon becoming king.']",8
Gramophone_record,"In which novel does 'Whiteman's Lady of the Evening"" record get broken?","John O'Hara novel, Appointment in Samarra","['The phrase ""Whiteman\'s Lady of the Evening"" does not seem to refer directly to any well-known novel or work of literature in the provided contexts. Therefore, I cannot determine a specific novel related to that phrase based on the context given. If you have more information or clarification regarding the title or content, please let me know!']",0
Hindu_philosophy,To what do Advaita Vedantins view atman as the same?,Brahman,"['Advaita Vedantins view ātman as the same as Brahman, asserting that this Brahman is within each human being and all living beings, emphasizing the spiritual interconnectedness and oneness of all existence.']",7
Gregorian_calendar,What designation was added to British dates to differentiate them from countries not using the new calendar? ,"""Old Style"" (OS) and ""New Style""","['The designations ""Old Style"" (OS) and ""New Style"" (NS) were added to British dates to differentiate them from countries not using the new Gregorian calendar.']",4
Light-emitting_diode,What object sources the data in of the first LED of a digital rgb LED?,microprocessor,['The data in of the first LED of a digital RGB LED is sourced by a microprocessor.'],3
Bern,What century did Bern outgrow the peninsula?,19th century,"['The context provided does not directly specify when Bern outgrew the peninsula. However, it mentions that by 1860 the municipality had 140,416 inhabitants and later processes of urban expansion took place. Based on this information, it can be inferred that Bern likely began to outgrow the peninsula in the 19th century as it underwent expansion around that time. Thus, the answer is the 19th century.']",9
Rhine,What will cause the lake near the Rhine to silt up?,"['continuous input of sediment into the lake', 'It is expected that the continuous input of sediment into the lake will silt up the lake', 'continuous input of sediment']","['The continuous input of sediment into the lake from the Rhine River will cause the lake to silt up. This sedimentation is a result of increased land clearance in the upland areas, which has led to a stronger sediment load in the Rhine and accelerated delta growth, contributing to flooding and siltation in the lake.']",7
Comprehensive_school,What type of school has surpassed comprehensive schools in Ireland?,community school,['The community school concept has surpassed comprehensive schools in Ireland.'],3
England_national_football_team,How many competitive matches were lost under the tenure of manager Sven-Göran Eriksson?,five,['Sven-Göran Eriksson lost only five competitive matches during his tenure as manager of the England national football team.'],3
Protestantism,What were Luther's followers advised to use when governing worldly affairs?,reason,"[""Luther's followers were advised to use reason when governing worldly affairs, as he emphasized the importance of using reason to maintain order and peace in the worldly sphere.""]",8
Nigeria,What was most of Nigeria's federal income being spent on?,debt,"[""Most of Nigeria's federal income was being spent on current expenditures related to wages, transfers, and subsidies.""]",2
Ashkenazi_Jews,What two factors contributed the increase in Jewish settlers along the Rhine and other similar areas?,often in response to new economic opportunities and at the invitation of local Christian rulers,"[""The two factors that contributed to the increase in Jewish settlers along the Rhine and other similar areas were:\n\n1. Economic Opportunities: Jewish communities began to settle in these regions in response to new economic opportunities, particularly in trade, finance, and commerce. The invitation extended by local Christian rulers, such as Baldwin V, Count of Flanders, and William the Conqueror, indicated a recognition of the Jews' capacity to improve trade and economic revenues.\n\n2. Relocation Initiatives: Various historical figures and authorities, such as Bishop Rüdiger Huzmann, encouraged the relocation of Jewish communities from other areas to regions like Speyer and along the Rhine. These calls for relocation often aimed at utilizing the skills of Jewish merchants and financiers to help revive local economies.""]",8
The_Sun_(United_Kingdom),What type of people was the new paper supposed to attract?,'social radicals',"['The new paper was supposed to attract a diverse set of people, including not only the educated wealthy but also members of the bourgeoisie and the lower class. Coffeehouses, which played a role in the dissemination of information, reflected this mix by allowing interactions among individuals from different social strata.']",3
Seven_Years%27_War,"Why did Denmark-Norway remain neutral rather than assisting its longtime ally, Britain?","The Dutch Republic, long-time British ally, kept its neutrality intact, fearing the odds against Britain and Prussia fighting the great powers of Europe","[""Denmark-Norway chose to remain neutral during the Seven Years' War due to a combination of factors, primarily the fear of the odds against Britain and Prussia fighting the great powers of Europe. The conflicts were escalating, and many smaller powers, including Denmark-Norway, sought to avoid becoming embroiled in the violence. They had interests in the conflict, but the risks associated with taking sides outweighed the potential benefits. Additionally, the desire to preserve their own stability and avoid the heavy taxation and hardship that would accompany participation in the war further motivated Denmark-Norway's decision to maintain a stance of neutrality.""]",3
Architecture,What are the three principles every plan should consider?,"firmness, commodity and delight.","[""The three principles every plan should consider are:\n\n1. The principle of historical time and place: This states that an individual's development or the context of the plan is shaped by the period and location in which they grow up or operate.\n\n2. The principle of the importance of timing in one's life: This refers to the different impacts that events or decisions can have based on when they occur in an individual's life or within the planning timeline.\n\n3. The idea of linked lives: This principle emphasizes that an individual's development or the success of the plan is influenced by the interconnected network of relationships and interactions that they are part of.""]",0
Greece,What was the agreement that recognized Greece as a state called?,London Protocol,"['The agreement that recognized Greece as a state is called the Treaty of Constantinople, signed in 1832.']",2
1973_oil_crisis,Why did OPEC raise the price of oil to $5.11?,"['In response to American aid to Israel', 'American aid to Israel']","['OPEC raised the price of oil to $5.11 as a response to American aid to Israel during the 1973 Arab-Israeli conflict. The decision was made following the outbreak of hostilities on October 6, 1973, when Syria and Egypt launched a surprise attack on Israel. The increased aid from the United States to Israel prompted OPEC to enact significant price increases and an oil embargo against the U.S. to pressure it over its support for Israel.']",7
Emotion,What do some theories see as an important part of emotion?,cognition,"['Some theories see cognition as an important part of emotion. Specifically, they suggest that mental processes, particularly in the interpretation of events, play a crucial role in the experience of emotions such as fear.']",7
Pub,In what nation's pubs is food often served?,the UK,"['In Canada, it is common for pubs to serve food, as many universities have campus pubs that provide basic food alongside alcohol to students. Additionally, the gastropub concept, which blends high-quality food with pub-style dining, has also gained popularity in Canada.']",0
Southern_California,"Other than land laws, what else were the Californios dissatisfied with?",inequitable taxes,['The Californios were also dissatisfied with inequitable taxes.'],7
Alexander_Graham_Bell,Who did Bell marry in 1877?,Mabel Hubbard,['Alexander Graham Bell married Mabel Gardiner Hubbard in 1877.'],7
Dell,What was Morton Meyerson's position at his former company?,CEO,['Morton Meyerson was the former CEO and president of Electronic Data Systems.'],3
United_Nations_Population_Fund,UNFPA was originally administered by what U.N. body?,United Nations Development Fund,['UNFPA was originally administered by the United Nations Fund for Population Activities.'],0
American_Idol,How were the semi-finalists divided in season four?,by gender,"['In season four of American Idol, the semi-finalists were divided into two gender groups, with the top five male and top five female contestants advancing to form the final ten.']",7
Josip_Broz_Tito,When did Tito meet Eisenhower at the U.N.?,1960,['Tito met President Dwight D. Eisenhower at the United Nations General Assembly meeting in the autumn of 1960.'],5
BeiDou_Navigation_Satellite_System,What is the name of the fourth BeiDou-1 satellite?,BeiDou-1D,['The name of the fourth BeiDou-1 satellite is BeiDou-1D.'],10
Roman_Republic,What happened after Sulla returned to the conflict with Mithridates?,Marius and Lucius Cornelius Cinna soon took control of the city,"[""After Sulla returned to the conflict with Mithridates, he made peace with Mithridates, but this peace was only a temporary lull. Sulla then returned to Rome in 83 BC, where he overcame all resistance and recaptured the city. Subsequently, Sulla and his supporters slaughtered most of Marius' supporters. Observing the violent results of the radical popular reforms, Sulla sought to strengthen the aristocracy and the Senate. He declared himself dictator, enacted a series of constitutional reforms, resigned from the dictatorship, and served one last term as consul before dying in 78 BC.""]",2
Sanskrit,What type of language were Prakrits?,Middle Indo-Aryan,"['Prakrits were Middle Indo-Aryan languages that were spoken in ancient India. They were considered to be vernacular forms of language, distinct from Sanskrit, which was the refined and classical language used in literary and sacred texts.']",8
Sumer,Where is the Semetic Akkadian language first found?,proper names of the kings of Kish,"['The Semitic Akkadian language is first attested in proper names of the kings of Kish around 2800 BC, as preserved in later king lists.']",7
Windows_8,When did Windows 8 manufacturing begin?,"August 1, 2012","['Windows 8 manufacturing began on August 1, 2012.']",8
John_von_Neumann,On what day was the first atomic blast?,"July 16, 1945","['The first atomic blast, code named Trinity, took place on July 16, 1945.']",8
Vacuum,What is more significant than isotropic gas pressure past the Karman line?,radiation pressure from the Sun and the dynamic pressure of the solar winds,['Radiation pressure from the Sun and the dynamic pressure of the solar winds are more significant than isotropic gas pressure past the Kármán line.'],8
Red,What occurred when red and green were put next to one another?,red and green reinforced each other,"['When red and green were put next to one another, they reinforced each other in terms of color perception, a phenomenon that was systematically studied during the late nineteenth century. This interaction between complementary colors was notably observed by artists such as Vincent van Gogh, who used the contrast to express emotional themes in his artwork.']",8
Southampton,"What museum reopened on July 30th, 2011 after a huge renovation?",Tudor House Museum,"['The museum that reopened on July 30th, 2011, after a huge renovation is the Museo Soumaya in Mexico City.']",0
Mexico_City,What was the main construction project in the Profirian/French style?,Colonia Roma,"['The main construction project in the Profirian/French style is not explicitly mentioned in the provided contexts. However, it would typically refer to significant buildings or architectural works that reflect the characteristics of that style, which emerged during the time of the Porfirio Díaz administration in Mexico. Notable examples include the Palacio de Bellas Artes and other infrastructure projects that incorporated French architectural influences.']",0
Red,In what kind of countries is the celebration of Valentine's day forbidden?,Islamic,"[""The celebration of Valentine's Day is forbidden or strongly condemned in many Islamic countries, including Saudi Arabia, Pakistan, and Iran.""]",3
Muammar_Gaddafi,"Along with the British, who occupied Libya at the end of the Second World War?",French,"['Along with the British, France occupied Libya at the end of the Second World War.']",0
Baptists,What sought to reset the ecclesiastical separation which had characterized the old Baptist churches?,Southern Baptist Landmarkism,['The movement that sought to reset the ecclesiastical separation which had characterized the old Baptist churches was led by James Robinson Graves in the 19th century.'],7
Philadelphia,When was Woodhaven road built?,1966,"[""The provided contexts do not contain any information regarding the construction date of Woodhaven Road. Therefore, I'm unable to answer the question based on the given materials. If you have any specific sources or additional contexts relating to Woodhaven Road, please share them for further assistance.""]",0
Railway_electrification_system,What insures minimal current leak during power rails instalation?,ceramic chairs,"['To minimize current leak during the installation of power rails, power-only rails can be mounted on strongly insulating ceramic chairs. Additionally, elastomeric rubber pads can be placed between the rails and chairs to further insulate the running rails from any return current leakage.']",3
Pope_Paul_VI,What type of birth control is condemned by the Catholic church?,artificial,['The Catholic Church condemns artificial birth control.'],2
Rajasthan,Ranthamb National Park is known by photographers as what?,one of the best place in India to spot tigers,"['Ranthambore National Park is known worldwide for its tiger population and is considered one of the best places in India to spot tigers, making it a favorite destination for photographers.']",9
Kievan_Rus%27,Who were allies with the Khazars?,Byzantine Empire,"[""The Khazars frequently allied with the Byzantine Empire against Persians and Arabs during the 8th century. They also had earlier alliances with the Rus' and Slavs against Arab raids on the Caucasus. However, as time progressed, their relationships became more volatile, leading to conflicts with their former allies, including the Rus'.""]",2
Bird,These types of birds have a tendon locking mechanism.,Perching birds,['Perching birds have a tendon locking mechanism that helps them hold on to the perch when they are asleep.'],3
History_of_India,What was the duration of the Vedic culture?,1750 to 500 BCE,['The Vedic culture lasted from about 1750 to 500 BCE.'],8
Ctenophora,What do Beriods use as teeth?,"['stiffened cilia', 'groups of large, stiffened cilia']","['Beroida, also known as Nuda, do not have traditional feeding appendages or teeth. Instead, they utilize large pharynxes that contain ""macrocilia,"" which are fused bundles of several thousand large cilia. These macrocilia are capable of ""biting"" off pieces of prey that are too large to swallow whole, primarily other ctenophores.']",3
Dwight_D._Eisenhower,What were Harlan and Stewart's party affiliations?,Republicans,['Harlan and Stewart were conservative Republicans.'],7
Russian_Soviet_Federative_Socialist_Republic,When was the Karachay Autonomous Oblast ended?,1943,"['The text provided does not mention the Karachay Autonomous Oblast or when it was ended. Therefore, I am unable to provide an answer based on the given contexts. If you have another source or additional context regarding the Karachay Autonomous Oblast, please share, and I will do my best to help!']",0
Guam,What is the name of the flying mammal in Guam that some are concerned for?,Mariana fruit bats,"['The name of the flying mammal in Guam that some are concerned for is the Guam fruit bat, also known as the Mariana fruit bat (Plecotus marianarum).']",9
Railway_electrification_system,What was the solution for the return current problem in Paris Metro?,two guide rails,"['The solution for the return current problem in the Paris Métro was the implementation of a four-rail power scheme. In this system, rubber-tyred vehicles run on a pair of narrow roadways made of steel and, in some places, concrete, while two additional guide rails outside the running roadways serve as conductor rails for the return current. One of the guide rails is bonded to the return conventional running rails, allowing for a single polarity supply. This arrangement ensures that the trains can operate effectively without having stray currents causing issues in the surrounding infrastructure.']",8
Time,What remains unchanged in both the cases of the spaceship crew and of the stationary observer?,causality,"['Causality remains unchanged in both the cases of the spaceship crew and the stationary observer. The past is the set of events that can send light signals to an entity, and the future is the set of events to which an entity can send light signals.']",6
Dissolution_of_the_Soviet_Union,What was declared as having ceased to exist?,the Soviet Union,['The Soviet Union was declared as having ceased to exist.'],5
Chicago_Cubs,When was game three of the World Series between the Cubs and the New York Yankees?,"October 1, 1932",['Game three of the World Series between the Cubs and the New York Yankees took place in 1932.'],0
Muammar_Gaddafi,How did the world respond to Libya in 1986?,U.S. bombing of Libya and United Nations-imposed economic sanctions.,"['In 1986, the world responded to Libya with significant condemnation, particularly following the U.S. military airstrikes on the country as part of Operation El Dorado Canyon. Although U.S. President Ronald Reagan received support from the United Kingdom for the airstrikes, many other European allies opposed the actions, arguing that they violated international law. The international community viewed Libya as a ""soft target"" due to its perceived involvement in terrorism, particularly after the bombing of a discotheque in Berlin that resulted in American casualties. Consequently, Libya was increasingly labeled an ""international pariah,"" facing economic sanctions from the United Nations, which were initiated later that year due to Libya\'s refusal to extradite suspects in the Lockerbie bombing. Overall, while the U.S. garnered some domestic support for its military actions, the broader international response was marked by condemnation and a push for sanctions against Libya.']",8
Canadian_Armed_Forces,The forces of what countries did people serve before the unification?,French and British forces,"['Before the unification of Germany, residents of the colonies in what is now Canada served as regular members of French and British forces and in local militia groups.']",5
European_Union_law,In which case did the Court of Justice state that refusal to admit a lawyer to the Belgian bar because he did not have Belgian heritage wasn't able to be justified?,"['Reyners v Belgium the Court of Justice', 'Reyners v Belgium']","['In the case of Reyners v Belgium, the Court of Justice held that a refusal to admit a lawyer to the Belgian bar because he lacked Belgian nationality was unjustified.']",6
Economy_of_Greece,What was Greece accused of covering up the extent of?,its massive budget deficit,['Greece was accused of covering up the extent of its massive budget deficit.'],8
51st_state,What was the result of the 1948 referendum?,The movement ultimately failed,"['The result of the 1948 referendum was the declaration of the establishment of a Jewish state in Eretz Israel, known as the State of Israel, following the end of the British Mandate for Palestine. However, the specific outcome of a referendum in that context was not explicitly detailed in the provided context, but the declaration by David Ben-Gurion on 14 May 1948 indicated a significant political move towards the establishment of Israel as a sovereign state.']",0
Windows_8,What makes Windows Store apps unique?,apps are to be optimized for touchscreen environments and are more specialized than current desktop applications.,"['Windows Store apps are designed to be optimized for touchscreen environments and are more specialized than traditional desktop applications. They can run in full-screen mode or be snapped to the side of the screen, allowing users to interact with dynamic information. These apps also provide toast notifications and can animate their tiles on the Start screen with dynamic content. Additionally, Windows Store apps utilize ""contracts,"" which are hooks that provide common functionality for integration across different apps, including search and sharing. They can also connect to various social networks and services, enhancing their functionality and user experience.']",8
Federal_Bureau_of_Investigation,Where was the UCR created?,1920s,['The Uniform Crime Reports (UCR) system was created in the United States in the 1920s.'],8
Spectre_(2015_film),Where in Mexico were the Day of the Dead scenes shot?,Zócalo and the Centro Histórico district,['The Day of the Dead scenes were shot in and around the Zócalo and the Centro Histórico district in Mexico City.'],8
