title,question,expected_answer,generated_answer,is_similar
Roman_Republic,Which elected official lost the election in 121 BC?,Gaius,"['The context provided does not contain any information about an election in 121 BC or any elected official losing an election during that time. Therefore, I cannot answer the question based on the given contexts.']",0
Frédéric_Chopin,What does J. Barrie Jones feel stands supreme of Chopin's concert pieces?,the four ballades and four scherzos,"['J. Barrie Jones suggests that ""amongst the works that Chopin intended for concert use, the four ballades and four scherzos stand supreme.""']",8
Religion_in_ancient_Rome,What Roman word was used to refer to the scared precinct?,templum,"['The Roman word used to refer to the sacred precinct is ""templum.""']",8
Philadelphia,What is the normal snowfall?,22.4 in,['The normal seasonal snowfall is 22.4 inches (57 cm).'],9
Pope_Paul_VI,What did the American Counsel of Bishops rally for?,religious freedom,"['The American Counsel of Bishops rallied for various issues, prominently advocating for the rights of developing nations to determine their own population policies in the context of the teachings issued in the encyclical Humanae vitae. They expressed their stance against external pressures, such as financial conditionality from the World Bank, that contradicted Papal teachings on birth control and human conscience.']",3
Virgil,What is the name of the beautiful woman who Virgil enamoured?,Lucretia,['The name of the beautiful woman who Virgil became enamoured of is Lucretia.'],7
Nigeria,When did President Goodluck Jonathan advocate limiting childbirth?,June 2012,"['The provided contexts do not mention President Goodluck Jonathan or any specific advocacy regarding limiting childbirth. Therefore, I cannot provide an answer based on the information given.']",0
Pacific_War,How many Japanese merchant ships did Allied submarines sink during the war?,"1,200","['The provided context does not include specific information regarding the number of Japanese merchant ships that Allied submarines sank during the war. Therefore, I cannot provide an answer based on the given text.']",0
Kievan_Rus%27,Why was the Republic of Novgorod doing so well while the Kievan Rus declined?,it controlled trade routes,"[""The Republic of Novgorod prospered while Kievan Rus' declined due to several key factors:\n\n1. **Geographical Advantage**: Novgorod controlled important trade routes from the River Volga to the Baltic Sea. This strategic location allowed it to benefit from trade networks that included valuable goods from Central Asia and the Middle East.\n\n2. **Political Autonomy**: After establishing a republican form of government with elective monarchy around 1136, Novgorod enjoyed a significant degree of political independence. This autonomy allowed them to make local decisions and govern effectively without the turmoil experienced in Kievan Rus'.\n\n3. **Trade Prosperity**: As Kievan Rus' declined due to disruptions in trade, particularly after the fall of Constantinople and the shifting European trade routes due to the Crusades, Novgorod capitalized on its trade links, becoming a vibrant commercial hub.\n\n4. **Urban Influence**: The city had a substantial urban population with merchants, artisans, and laborers who exercised political influence through local assemblies (the veche). This participatory governance contributed to a cohesive and proactive civic environment.\n\n5. **Oligarchic Control**: A local oligarchy in Novgorod managed the affairs of the city, which allowed for a more stable and responsive leadership compared to the fragmented and competing principalities emerging in Kievan Rus'.\n\nBy leveraging these advantages, Novgorod was able to thrive economically and politically, even as Kievan Rus' faced decline and disintegration.""]",7
Law_of_the_United_States,What can invalidate the rule of law?,"hopeless inefficiency, instability, and unpredictability","['Several factors can invalidate the rule of law, including:\n\n1. **Arbitrary Government Actions**: When government officials make decisions based on personal discretion rather than established laws, it undermines the principle that law governs society.\n\n2. **Lack of Accountability**: If lawmakers and government officials operate above the law without any checks or balances, they can enact unjust laws or policies without consequences.\n\n3. **Corruption**: Both corruption by the executive branch and corruption by private actors can compromise the integrity of the legal system and erode public trust in the rule of law.\n\n4. **Insufficient Judicial Independence**: When the judicial system is heavily influenced or controlled by the executive branch, it can lead to biased and unjust rulings, impeding fair legal processes.\n\n5. **Disregard for Legal Standards**: Failure to uphold basic legal standards and rights can invalidate the rule of law. This includes neglecting the procedural rights of individuals and not applying laws equally.\n\n6. **Social and Economic Conditions**: Conditions that hinder human dignity and social justice contribute to the decay of rule of law, as they can create environments where laws are not respected or enforced.\n\n7. **Disparity Between Law and Practice**: When laws exist but are not practiced or enforced consistently, or when there is a gap between legal theory and reality, the rule of law is effectively weakened.\n\n8. **Political Instability or Conflict**: In situations of war, civil unrest, or political instability, the enforcement of laws can break down, leading to a disregard for legal frameworks.\n\n9. **Failure of Legal Reform**: In transitional societies, lack of genuine reform to establish a law-bound state can lead to enduring practices rooted in autocracy or authoritarianism.\n\nOverall, the interplay of these factors can create an environment where the rule of law fails to function effectively, leading to arbitrary governance and injustice.']",3
Tennessee,"On average, how many days each year are there thunderstorms in Tennessee?",50,"['On average, Tennessee experiences around 50 days of thunderstorms each year.']",8
Comics,"What was seen as ""infantile"" in the United States?",comics,"['Comics were seen as ""infantile"" in the United States, as they were perceived as entertainment primarily for children and illiterates.']",3
BBC_Television,Who was the leader of BBC Television in 2006?,Jana Bennett,"[""The context provided does not specify who the leader of BBC Television was in 2006. It primarily discusses BSkyB, the Premier League, and various political topics without detailing the leadership of the BBC at that time. For accurate information, external sources or records specific to the BBC's leadership in 2006 would be needed.""]",0
FC_Barcelona,What type of group founded Espanyol?,Spanish football fans,"['Espanyol was founded by a group of Spanish students. Specifically, it was established in 1900 by a group of students from the Universitat Central de Barcelona who wanted to create a football club that would represent the Catalan working class, in contrast to FC Barcelona, which was seen as catering primarily to the upper and middle classes.']",2
Portugal,By what entity is the Algarve Cup hosted?,Portuguese Football Federation (FPF)  – Federação Portuguesa de Futebol,['The Algarve Cup is hosted by the Portuguese Football Federation (FPF).'],3
Steam_engine,Who developed the first commercial steam powered device?,"['Thomas Savery', 'Thomas Savery.']","['The provided contexts do not mention the first commercial steam-powered device or its developer. Therefore, I cannot provide an answer based on the information given. However, historically, the first commercial steam engine was developed by Thomas Newcomen in the early 18th century, specifically around 1712.']",2
Queen_Victoria,What political view did Gladstone hold?,Liberal,"['William Ewart Gladstone was a leader of the Liberal Party and is known for his classical liberal views. He supported free trade, individual liberty, and social reform, and he promoted measures such as educational reform and welfare initiatives. His political ideology was rooted in the principles of liberalism, which emphasized a government that limited its powers in favor of personal freedoms and the rights of individuals.']",8
Swaziland,When did the public finances in Swaziland decline?,the late 1990s,"[""Swaziland's public finances began to deteriorate in the late 1990s following sizeable surpluses a decade earlier.""]",8
Chicago_Cubs,Where was the former location in Mesa?,the second HoHoKam Park,['The former location in Mesa was HoHoKam Park.'],3
New_York_City,What was Juan Rodriguez's occupation?,trader,"['Juan Rodríguez Cabrillo was an explorer. He sailed under the flag of Castile and was the first European to visit the region that is now San Diego, California.']",0
"Punjab,_Pakistan",When did Sikhism begin?,mid-fifteenth century,['Sikhism began in the mid-fifteenth century.'],9
Hydrogen,When are these useful?,when hydrogen is purified by passage through hot palladium disks,"[""The various contexts provided discuss a range of topics, each with their own applications, illustrating when they are useful:\n\n1. **Education and School Systems**: The focus on parental choice and information in education is useful in fostering competition among schools to improve performance, particularly when utilizing league tables. This can guide parents in making informed decisions about their children's education.\n\n2. **Military Deployments**: The use of tents and temporary facilities is useful for the military during deployments, providing essential functions like barracks and dining facilities in various operational environments. The discussion of weaponry highlights their utility in defense scenarios.\n\n3. **Geochronology**: Radiometric dating methods are useful in geological applications for determining the ages of rocks and volcanic layers, providing critical data for understanding Earth's history and geological events.\n\n4. **Solar Energy**: The advancements in solar cell technology and the use of deciduous trees for solar heating and cooling demonstrate their usefulness in renewable energy strategies and architectural design to improve energy efficiency.\n\n5. **Anti-Aircraft Technology**: The discussion around British anti-aircraft systems, including the potential for lasers, highlights their usefulness in modern military defense systems against aerial threats.\n\n6. **Understanding Time**: Time measurement techniques and their evolution, including devices like hourglasses and mechanical clocks, are useful for navigation, daily scheduling, and various scientific studies.\n\n7. **Agricultural Development**: The advancements in farming tools and practices among Neolithic communities show the importance of agriculture in sustaining populations, altering diets, and facilitating societal development.\n\n8. **Physiological Nutrition**: The historical study of dietary components and their effects on health underlines the importance of understanding nutrition for human health and the balance of food intake.\n\n9. **Desalination Techniques**: Solar distillation and other methods for making saline water potable are useful in arid regions, providing access to clean drinking water.\n\nIn summary, these subjects illustrate their utility in fields like education, military, geology, energy, health, agronomy, and environmental science, contributing to advancements and improvements in human life and societal functioning.""]",0
Catalan_language,What forms are also common in the rest of Western Catalan?,verbal forms,"['The forms that are common in the rest of Western Catalan include the use of the definite article ""lo"" instead of ""el,"" special possessive pronouns like ""la mia"" (\'mine\'), ""lo sou/la sua"" (\'his/her\'), and ""lo tou/la tua"" (\'yours\'), as well as the use of -v- /v/ in the imperfect tense in all conjugations (e.g., ""cantava,"" ""creixiva,"" ""llegiva""). Additionally, many archaic words are used in Western Catalan, such as ""manco"" instead of ""menys"" (\'less\'), ""calqui u"" instead of ""algú"" (\'someone\'), and ""qual/quala"" instead of ""quin/quina"" (\'which\'). The presence of morphological alternations, particularly the addition of -o- before certain consonant groups in plural forms (e.g., ""el pols/els polsos"" - ""the pulse/the pulses""), is also notable.']",2
Napoleon,The results of which battle allowed the British to blockade French coasts?,the Battle of Trafalgar,['The results of the Battle of Quiberon Bay allowed the British to blockade French coasts.'],0
Humanism,During what time was a religious state replaced in the Notre Dame cathedral with a symbol of Humanism?,1793,"['During the French Revolution, specifically in 1793, the cathedral Notre Dame de Paris was turned into a ""Temple to Reason,"" replacing traditional religious symbols with a representation of Humanism.']",5
Windows_8,How would one get Windows RT?,as pre-loaded software on devices specifically developed for it,"['Windows RT was primarily available pre-installed on specific tablets and devices designed for it, such as the Microsoft Surface RT. Users could acquire Windows RT by purchasing one of these devices. It was not sold as a standalone operating system that could be installed on regular PCs. Additionally, Windows RT was included in devices running ARM architecture, so to get it, one would need to select a compatible device from manufacturers that featured Windows RT.']",8
Treaty,The terms and travaux preparatoire of the International Covenant on Civil and Political Rights were both factors in determining what aspect of the treaty as it relates to North Korea's stated intentions?,The possibility of withdrawal,"[""The terms and travaux préparatoires of the International Covenant on Civil and Political Rights (ICCPR) would have been significant in assessing North Korea's stated intentions because they provide insight into the legal framework and interpretive guidelines for civil and political rights. Specifically, they help clarify the obligations of states under the ICCPR, including respect for the rights to freedom of expression, assembly, association, and a fair trial, among others. Understanding these provisions is essential in evaluating whether North Korea's actions align with its commitments under international law.\n\nIn the context of North Korea, the travaux préparatoires can shed light on the expectations placed upon signatory states regarding the treatment of their citizens, especially in terms of government transparency, human rights protections, and active engagement in civil society. If North Korea's stated intentions regarding governance and civil rights are in conflict with the principles outlined in the ICCPR, this would signal a potential breach of its obligations under the treaty. Therefore, both the terms of the ICCPR and the accompanying preparatory work serve as a basis for criticism of North Korea's human rights record and its compliance with international norms.""]",0
Civil_disobedience,If law breaking is not done in a public manor it is not considered what term?,"['civil disobedience', 'lawbreaking']","['If law breaking is not done in a public manner, it is not considered a ""crime.""']",2
East_Prussia,What were common task of the corporation formed by the urban and rural districts?,"schools, traffic installations, hospitals, cultural institutions, jails","['The common tasks of the corporation formed by urban and rural districts typically included administering programs authorized by the federal or state government, such as those related to youth, schools, public health, and social assistance. Additionally, they had the responsibility to regulate local affairs within the limits set by law. This included maintaining law and order, mobilizing commoners for public duties, supervising public works, and developing and expanding the economic infrastructure of their communities.']",3
Samurai,Who was Nene?,wife of Toyotomi Hideyoshi,"['Nene is a character in the series ""Digimon Fusion"" (known as ""Digimon Xros Wars"" in Japan). She serves as a figurehead for AxeKnightmon before joining the Fusion Fighters, a group that opposes the Bagra Army, which includes her brother Ewan. In the second arc of ""Xros Wars,"" she becomes one of the lead protagonists alongside Mikey and Christopher as they confront the Seven Death Generals.']",0
London,What was the most common type of brick used to construct London's older buildings?,yellow London stock brick or a warm orange-red variety,"[""The most common type of brick used to construct London's older buildings was the yellow London stock brick.""]",5
Rhine,What is the legal boundary behind the High and Upper Rind?,Central Bridge,['The legal boundary between the High Rhine and Upper Rhine is marked by the Central Bridge in Basel.'],7
Federalism,"What passed on July 18, 2007?",Brussels' parliament,"['The provided contexts do not contain specific information about an event that occurred on July 18, 2007. Therefore, I cannot provide an answer based on the given contexts.']",0
House_music,"Who had a hit single with ""jack the groove""?",Raze,"['The context provided does not mention ""jack the groove"" or any related hit single. Therefore, I cannot determine who had a hit single with that title based on the information given.']",0
Gamal_Abdel_Nasser,What project did Nasser cooperate with the Soviet Union on?,Aswan Dam,['Nasser cooperated with the Soviet Union in the construction of the Aswan Dam.'],7
Mexico_City,What main languages are supported by shows at the National Auditorium?,Spanish and English,"['The context provided does not contain specific information about the main languages supported by shows at the National Auditorium. Therefore, I cannot provide an answer based on the given texts. If you have more specific information or another context regarding the National Auditorium, I can help further.']",0
John_von_Neumann,How did von Neumann raise the level of economics?,several stunning publications,"['John von Neumann significantly raised the level of economics through his contributions to game theory and the formulation of economic models that incorporated mathematical rigor. His work introduced a formalized approach to analyzing strategic interactions among individuals or entities, which revolutionized the way economists understood decision-making and competition. By providing tools to rigorously analyze situations where the outcome for each participant depends on the actions of others, he laid the groundwork for modern microeconomic theory and significantly influenced fields such as economics, political science, and sociology. Additionally, his interdisciplinary approach allowed for the integration of concepts from mathematics, physics, and economics, thus enriching economic analysis and expanding its applicability to real-world scenarios.']",2
Washington_University_in_St._Louis,How many student organizations does Washington University have on campus?,300,"['The context provided does not mention Washington University or the number of student organizations it has on campus. Therefore, I cannot answer the question based on the given context.']",0
Hellenistic_period,What does autarky mean?,self-sufficiency,"['Autarky refers to an economic system or policy aimed at self-sufficiency, where a country or region seeks to eliminate or significantly reduce its reliance on imported goods by producing everything it needs domestically. This can involve various strategies to promote local industries and agriculture, thereby limiting or avoiding trade with other countries. In a state of autarky, a nation aims to fulfill all its economic needs through its own resources.']",8
Utrecht,How long did the castle last ,The castle would last less than 50 years before it was demolished in an uprising in the early stages of the Dutch Revolt,"[""The context provided does not mention a specific castle or its duration. There is a reference to the motte and bailey castle in Southampton, stating that from successive incarnations only a section of the bailey wall remains today, but no details are given about how long the castle existed. Without specific dates or additional context regarding which castle is being referred to, it's impossible to determine how long it lasted. Further details would be needed to provide an accurate answer.""]",2
Arnold_Schwarzenegger,At which year's Mr. Olympia contest did Schwarzenegger become the youngest person to win the title?,1970,['Arnold Schwarzenegger became the youngest person to win the Mr. Olympia title in 1970.'],3
Liberal_Party_of_Australia,Who led the new Liberal National Party of Queensland through the election in March 2012?,"former Brisbane Lord Mayor, Campbell Newman",['Campbell Newman led the new Liberal National Party of Queensland through the election in March 2012.'],3
Canon_law,What word characterizes the type of procedure found in American and British courts?,adversarial,"['The word that characterizes the type of procedure found in American and British courts is ""adversarial.""']",8
Pain,What is an inefficient treatment for chronic pain which rarely provides any sort of true relief?,Surgical,"['Surgical treatment is considered an inefficient treatment for chronic pain, as it rarely provides lasting relief.']",2
Anti-aircraft_warfare,"In addition to ammo proposals, what other need was articulated?",The need for some form of tracer or smoke trail,"['In addition to ammunition proposals, there was a need for effective target observation and measurement systems. The context indicates that gunners struggled with measuring target range, height, and speed, which made it difficult for them to properly set fuse settings for their shells. This lack of experience and means of observation contributed to the ineffectiveness of the anti-aircraft systems used at the time.']",3
Copyright_infringement,What percentage of people admit to pirating software?,57 percent,"['The context provided does not specifically mention the percentage of people who admit to pirating software. However, it discusses music piracy and the legal responses to it, as well as the implications of peer-to-peer file sharing. To accurately answer the question about software piracy, additional information or sources would be necessary, as the context given does not provide that information.']",0
Pub,How much more gin than beer was made in England in 1740?,six times,"['The contexts provided do not contain information regarding the production of gin or beer in England in 1740. Therefore, I cannot answer the question based on the provided information.']",0
History_of_India,"From the mid 13th century, what dominated politics in northern India?",Delhi Sultanate,"['From the mid 13th century, the politics in northern India were dominated by the establishment and expansion of the Delhi Sultanate, which was a series of Muslim dynasties that ruled over a large part of India. This period saw significant influence from various Islamic empires, including the Mamluks, Khiljis, Tughlaqs, and Lodi dynasties, leading to the establishment of a centralized rule in the region.']",8
Queen_Victoria,Who took on most of Victoria's duties while she grieved her mothers death?,Albert,"[""Albert took on most of Victoria's duties while she grieved her mother's death.""]",3
"New_Haven,_Connecticut",The rise of gun factories within Connecticut earn the state what name?,The Arsenal of America,"['The state became known as ""The Arsenal of America.""']",9
Southampton,How many people in the Southampton area receive hospital services from University Hospital Southampton NHS Foundation Trust?,"500,000","['University Hospital Southampton NHS Foundation Trust provides local hospital services to 500,000 people in the Southampton area and specialist regional services to more than 3 million people across the South of England.']",7
A_cappella,What portion of the Swedish population engages in a cappella singing?,5%,"[""The context provided does not specify a particular portion of the Swedish population that engages in a cappella singing. It discusses the influence of Swedish choral director Eric Ericson, music schools with high standards, and the development of a cappella music in Sweden, but does not provide specific statistics or proportions regarding the population's involvement in a cappella singing. Therefore, an accurate answer cannot be derived from the given information.""]",0
Armenians,What is the Armenian Quarter?,one of the four quarters of the walled Old City of Jerusalem,"['The Armenian Quarter is one of the four quarters of the walled Old City of Jerusalem. It has been home to an Armenian community for over a millennium, highlighting the long-standing presence and historical significance of Armenians in the region.']",8
Ministry_of_Defence_(United_Kingdom),Which aircraft manufacturer got a contract with the MoD?,Boeing,['Boeing'],10
"Tucson,_Arizona",What was Tucson's population in 1900?,"7,531","[""Tucson's population in 1900 was 7,531.""]",8
Poultry,Have theere been any types of chickens who were really good at cockfighting?,Breeds such as the Aseel were developed in the Indian subcontinent for their aggressive behaviour,"['The provided contexts do not mention chickens or cockfighting. Therefore, based on the text available, there is no information about types of chickens that were particularly good at cockfighting.']",0
Hellenistic_period,Who was Stratonice's father?,Antiochus II,"[""Stratonice's father was Antigonus I Monophthalmus, a notable general and satrap under Alexander the Great, who later became one of the Diadochi (successors) fighting for control over the vast territories Alexander had conquered.""]",0
Muammar_Gaddafi,In what decade was Gaddafi first accompanied by his female bodyguard?,1980s,['Gaddafi was first accompanied by his female bodyguard in the 1980s.'],7
Guinea-Bissau,When is the rainy season in Guinea-Bissau?,between June and September/October,['The rainy season in Guinea-Bissau typically occurs from June to September.'],8
Umayyad_Caliphate,"Along with Christians and Jews, what was a major non-Muslim religious group under the Umayyads?",Zoroastrian,['A major non-Muslim religious group under the Umayyads was the Zoroastrians.'],8
Chihuahua_(state),How long did the U.S. continue to maintain control over the state capital after the treaty?,three months,"['The context does not provide a specific duration regarding how long the U.S. continued to maintain control over the state capital after a treaty. The information mentions various historical events and treaties but does not specify the timeline for the U.S. control related to a particular state capital. Therefore, an exact answer to this question cannot be determined from the provided context.']",0
Kathmandu,In what century was Bhrikuti said to live?,7th,['Bhrikuti is said to have lived in the 7th century CE.'],8
Light-emitting_diode,What is LED lighting more susceptible to than incandescent light?,frost,"['LED lighting is more susceptible to infrared interference than incandescent light. This is due to the fact that cheaper digital cameras and camera phones can more easily detect intense near-infrared light, which can wash out images, especially when capturing subjects near IR-bright areas.']",0
Political_corruption,What is it called when a person is dishonest or corrupt for his own gain?,Gombeenism,"['The act of being dishonest or corrupt for one\'s own gain is commonly referred to as ""fraud.""']",3
Bacteria,Why were bacteria and archaea dominant forms of life?,most organisms were microscopic,"['Bacteria and archaea were dominant forms of life for approximately 3 billion years due to their early emergence as unicellular microorganisms around 4 billion years ago, making them some of the first life forms on Earth. Their prokaryotic nature allows them to thrive in a wide range of environments, including extreme conditions such as hot springs and deep ocean vents, which many other organisms cannot withstand. Additionally, their high adaptability, rapid reproduction rates, and diverse metabolic pathways enable them to efficiently utilize available resources and occupy various ecological niches. This versatility in nutrient acquisition, along with their ability to form complex communities like biofilms, further enhances their dominance in different ecosystems.']",3
Paris,How many council members will they have in 2016 from the union of the Right?,121,"['The provided contexts do not contain specific information regarding the number of council members the union of the Right will have in 2016. Therefore, I cannot provide an answer to that question based on the given information.']",0
Pharmaceutical_industry,What type of integration do large corporations often do?,vertical,"['Large corporations often engage in vertical and horizontal integration. Vertical integration involves controlling multiple stages of production or supply chains, allowing a company to manage processes from raw materials to end products. Horizontal integration, on the other hand, involves acquiring or merging with other companies at the same stage of production to increase market share and reduce competition.']",3
Child_labour,What was the most serious aftereffects of child labour?,physical and emotional abuse,"['The most serious aftereffects of child labour include the perpetuation of illiteracy and lack of education among children, which leads to lower investment in human capital. This ultimately contributes to poor labour standards for adults and depresses wages in both developing and developed countries, resulting in economies that are limited to low-skill jobs capable of producing only low-quality exports. Additionally, children engaged in labour often endure physical and psychological harm, which can have long-lasting impacts on their wellbeing and development. The cycle of poverty is further entrenched as families rely on child labour to survive, limiting opportunities for upward mobility and economic improvement.']",3
Seattle,What is Seattle's musical genre developed in the 1990s? ,grunge,"[""Seattle's musical genre developed in the 1990s is grunge.""]",8
Premier_League,Who sponsors the Premier League?,It is currently sponsored by Barclays Bank and thus officially known as the Barclays Premier League and is colloquially known as the Premiership.,"['The context provided does not specify any sponsors of the Premier League. However, the Premier League has had various sponsors over the years, with Barclays being one of the most notable sponsors in the past. For the most current sponsor, you would need to check the latest information, as sponsorships can change frequently.']",3
"St._John%27s,_Newfoundland_and_Labrador",How many private schools are in St. John's?,three,"[""The provided contexts do not contain specific information about the number of private schools in St. John's. Therefore, I'm unable to answer that question based on the given information.""]",0
Botany,What led scientists to believe that plants should be classified according to something other than just sexual system?,Increasing knowledge of plant anatomy,"['Scientists began to believe that plants should be classified according to more than just the sexual system due to increasing knowledge of plant anatomy, morphology, and life cycles. Researchers like Adanson, de Jussieu, and Candolle proposed alternative natural systems of classification that grouped plants using a wider range of shared characters, reflecting more natural affinities between plants than the artificial sexual criteria established by Linnaeus. Additionally, the concept of common descent introduced by Darwin required modifications to existing classification systems, leading to a better understanding of the evolutionary relationships among plant species. Thus, the evolving ideas in botany emphasized the need for a classification system grounded in a broader understanding of the characteristics and evolutionary lineage of plants.']",7
Somalis,In what year did the Ocean Stars first compete in the Olympics?,1972,"['The context does not provide any specific information regarding a team or entity called the ""Ocean Stars"" and their Olympic participation. Therefore, I am unable to answer the question based on the provided contexts. If you have additional information or clarification regarding the ""Ocean Stars,"" please provide it.']",0
Alfred_North_Whitehead,Where did Whitehead accept administrative positions?,University of London,"['The context does not provide specific information about an individual named Whitehead or the administrative positions he accepted. As a result, the answer cannot be determined from the provided text. If there is more specific information or a different context, please provide it for clarification.']",0
Annelid,Which subtype of annelids includes earthworms?,oligochaetes,['The subtype of annelids that includes earthworms is called Oligochaetes.'],8
ASCII,"Teletype machines had to have two codes to termanate a line, what were they?","""Carriage Return"" (which moves the printhead to the beginning of the line) and ""Line Feed"" (which advances the paper one line without moving the printhead)",['The two codes that Teletype machines used to terminate a line were the Carriage Return (CR) and Line Feed (LF) codes.'],7
National_Archives_and_Records_Administration,What is the second facility of NARA named?,Archives II,['The second facility of NARA (National Archives and Records Administration) is the National Archives at College Park.'],7
Dwight_D._Eisenhower,What couldn't Eisenhower move as a result of his stroke?,right hand,"['As a result of his stroke, Eisenhower found himself unable to move his right hand.']",3
Cotton,What company produced nylon and acrylic in the 1930s and 1940s?,DuPont,['DuPont produced nylon in the 1930s and acrylic in the 1940s.'],3
Heian_period,The Heian period was known for what types of art?,poetry and literature,"['The Heian period was known for its flourishing art, especially in poetry and literature. It is noted for the development of graceful poetry and vernacular literature, with significant contributions from court women. Additionally, indigenous art, particularly the vividly colored yamato-e paintings depicting court life and stories, also thrived during this time.']",8
Middle_Ages,From whom did the rulers of the Merovingian dynasty trace their ancestry?,Clovis,"['The rulers of the Merovingian dynasty traced their ancestry to the Frankish king Merovech, who is considered their legendary founder. The dynasty is often associated with the Merovingians, who were a significant ruling family in the early history of the Frankish kingdoms.']",2
Light-emitting_diode,Multi-color LEDs offer what else besides the formation of white light?,to form light of different colors,"['Multi-color LEDs offer the ability to produce a wide range of colors by mixing different wavelengths of light emitted by the individual colored LEDs. This flexibility allows for dynamic color changing effects, customizable lighting applications, and the creation of mood lighting based on specific color combinations, enhancing both aesthetic appeal and functional use in various environments.']",3
Samoa,What's the name of the team-up between Samoa and Virgin Australia?,Virgin Samoa,"['The text does not provide information specifically about a team-up between Samoa and Virgin Australia. However, it mentions some proposals regarding U.S. territories and does not reference any collaboration involving Samoa and Virgin Australia. Therefore, based on the given contexts, I cannot provide an answer.']",0
Napoleon,On what date was Napoleon taken off the list of generals in service due to his refusal to serve in Vendée?,15 September,"['The provided context does not mention the specific date when Napoleon was taken off the list of generals in service due to his refusal to serve in Vendée. Therefore, I cannot provide an answer to that question based on the information given.']",0
Han_dynasty,Which confederation defeated the Han in 200 BC?,The Xiongnu,['The Xiongnu confederation defeated the Han in 200 BC.'],5
Gamal_Abdel_Nasser,What country did Nasser make secret agreements with?,Israel,['Nasser made secret agreements with Czechoslovakia.'],0
Qing_dynasty,How old was Yongzheng when he took over?,45,"[""The context provided does not include any information about Yongzheng or his age when he took over. For accurate details regarding Yongzheng's age at the time of his ascension, it is known that he became the Emperor of China when he was 44 years old, ascending to the throne in 1722.""]",2
San_Diego,What ranked San Diego as having the country's best summer climate?,Weather Channel,['The Weather Channel ranked San Diego as one of the two best summer climates in America.'],3
Paris,"Who are some popular artists, writers and musicians that resided in Paris after the war?","Ernest Hemingway, Igor Stravinsky, James Joyce, Josephine Baker, Sidney Bechet and the surrealist Salvador Dalí.","['Some popular artists, writers, and musicians that resided in Paris after the war include Chopin, Liszt, Hiller, Hector Berlioz, and the French author George Sand. Additionally, figures such as Voltaire and Jean-Jacques Rousseau, who were part of the Enlightenment period, also had a significant influence on Parisian intellectual life.']",2
Liberia,In 2011 Liberia's economy was considered what?,one of the 20 fastest growing in the world.,"[""The provided context does not delineate specific details regarding Liberia's economy in 2011. Therefore, based on the given excerpts, I cannot provide a definitive answer regarding the state of Liberia's economy in that year.""]",0
Westminster_Abbey,Since when have coronations been held at Westminster Abbey?,1066,"['Coronations have been held at Westminster Abbey since 1066, starting with the coronations of King Harold II and William the Conqueror.']",5
Arena_Football_League,What company is Martin Judge the founder of?,the Judge Group,['Martin Judge is the founder of the Judge Group.'],3
Iran,Who succeeded Reza Shah after his abdication?,"his son, Mohammad Reza Pahlavi","['After the abdication of Reza Shah, his son, Mohammad Reza Shah Pahlavi, succeeded him as the Shah of Iran.']",9
PlayStation_3,What color was the PlayStation 3 that was included in the God of War: Ascension bundle in the States?,Garnet Red,['The PlayStation 3 included in the God of War: Ascension bundle in the States was Garnet Red.'],3
FA_Cup,When is the final?,May,"['The final of the FA Cup is typically held in May, after the completion of the semi-finals and the various rounds of the competition.']",8
Antarctica,When was Antarctica still joined to Australia?,end of the Cretaceous,"['Antarctica was still joined to Australia during the late Mesozoic Era, around 85 million years ago, before it became separated due to tectonic plate movements that led to the breakup of the supercontinent Gondwana.']",2
Szlachta,What happened to nobility at expense of the king?,actually gained power,"[""Throughout various historical contexts, including the Han dynasty and the Norman conquest, nobility often gained significant power and influence at the expense of the king's authority. In the Han dynasty, reforms diminished the power of regional kings and shifted authority to the central government, but local nobility and gentry often retained social prestige and influence, particularly as the emperor shared power with them. Similarly, in the context of the Norman conquest of England, the invading Normans and their descendants replaced the Anglo-Saxons as the ruling class, consolidating their nobility while the previous monarchs had to navigate these power dynamics.\n\nIn both cases, as the nobility gained more power and autonomy, it often led to a reduction in the king's direct control and authority, resulting in a more decentralized power structure where noble families wielded considerable influence. This phenomenon often resulted from the need for the king to rely on nobles for military support and administrative governance, thereby allowing the nobility to strengthen their positions and challenge royal authority.""]",8
Political_corruption,"One of the dimensions is the extent to which power is exercised for personal gain, which is called what?",Control of Corruption,"['The extent to which power is exercised for personal gain is called ""self-interest"" or it can also be referred to as ""corruption"" in certain contexts where the abuse of power for personal benefit is involved.']",7
Idealism,What branch of idealism believes that we can only know the real world via ideas?,Epistemological,"['The branch of idealism that believes we can only know the real world via ideas is known as **transcendental idealism**, which was notably advanced by philosopher Immanuel Kant.']",3
Political_party,What percentage of nations provide indirect funding?,60%,['60% of nations provide indirect public funding to political parties.'],3
General_Electric,"Which river did GE pollute with PCBs from its plant in Pittsfield, MA?",Housatonic River,"['General Electric (GE) polluted the Housatonic River with PCBs from its plant in Pittsfield, MA.']",3
Military_history_of_the_United_States,How many nations were against Iraq in the US-led coalition?,34,"['The context indicates that major powers such as China, France, Germany, and Russia were unconvinced that Iraq was a threat and refused to allow passage of a UN Security Council resolution to authorize the use of force against Iraq. This implies that these four nations were against the U.S.-led coalition in the invasion of Iraq. Therefore, the answer is four nations were against Iraq in the U.S.-led coalition.']",0
