title,question,expected_answer,generated_answer,is_similar
Turner_Classic_Movies,What were TCM Extras previously known as?,One Reel Wonders,['TCM Extras were previously known as One Reel Wonders.'],8
Nanjing,When did the Nanjing Yangtze River Bridge first open for traffic?,1968,"['The context provided does not specify the exact opening date of the Nanjing Yangtze River Bridge for traffic. Therefore, based on my knowledge, the Nanjing Yangtze River Bridge first opened for traffic on November 15, 1968.']",8
Military_history_of_the_United_States,How did the United States initially deal with this problem?,The U.S. paid protection money until 1801,"['The United States initially sought to remain neutral when World War I broke out in August 1914. It insisted on its right as a neutral party to immunity from German submarine attacks, even while its ships were carrying supplies to Britain. As tensions escalated, particularly after the Germans resumed submarine attacks in 1917, the U.S. gradually moved towards entry into the war, ultimately leading to its declaration of war.']",0
Alsace,Which two countries sought to crush the nascent republic?,Austria and Prussia,"['Britain and France sought to crush the nascent republic during the American War of Independence, as they opposed the colonial rebellion against British rule.']",0
Hunting,How can hunting actually increase the population of predators?,by removing territorial bounds that would otherwise be established,"['Hunting can increase the population of predators in certain situations by removing territorial boundaries that would typically regulate predator populations. When territorial constraints are lifted, it can result in an influx of neighboring predators migrating into the area to fill the ecological void created by hunting. This influx of new individuals can lead to an increase in the overall predator population in that area. Furthermore, hunting can lead to reduced intraspecific competition for food and shelter among the remaining predators, which can also support population growth.']",7
Neoclassical_architecture,What was the first Greek building in England?,garden temple at Hagley Hall (1758–59),"['The first Greek building in England was the garden temple at Hagley Hall, constructed between 1758 and 1759.']",9
Education,Whos educatgion approach was introduced in Germany in the 19th century and is used in most Kindergartens?,Friedrich Fröbel's,"[""The education approach introduced in Germany in the 19th century and used in most Kindergartens is that of Friedrich Fröbel. He founded the world's first Kindergartens and is known for his contributions to early childhood education.""]",8
Napoleon,What was the first noteworthy confrontation between Napoleon and the Archduke Charles?,the Battle of Tarvis,"['The first noteworthy confrontation between Napoleon and the Archduke Charles was the Battle of Tarvis, which took place in March 1797.']",8
Thuringia,What was the increase in non-German population between 2011 and 2013?,24%,"['The context provided does not explicitly state the non-German population figures for 2011 and 2013 in order to calculate the increase. It mentions an increase of 24% in overall population and provides various demographic details, but it does not offer specific figures for the non-German population for these years. Therefore, an accurate answer regarding the increase in non-German population between 2011 and 2013 cannot be determined based on the available context.']",2
Iranian_languages,When did the change from Old Iranian to Middle Iranian occur?,400 BCE,"['The transition from Old Iranian to Middle Iranian occurred around the 4th century BCE. By this time, the process of change was already far advanced, indicating that the transition was already underway but not completely finalized.']",7
Hunting,What did British officers maintain whole corps of?,shikaris,"[""British officers maintained whole corps of troops as part of their military structure during various campaigns, particularly emphasized in the context of the Seven Years' War and other military conflicts. These corps were large field units capable of independent action and included infantry and artillery divisions, providing strategic versatility in military operations.""]",0
Treaty,"In addition to passing an expiration date, what might cause a treaty to self-terminate?",certain defined conditions are met,"['A treaty may self-terminate due to a fundamental change in circumstances that undermines the essential basis of consent by a party, or if it radically transforms the extent of obligations between the parties while the obligations are still to be performed. Additionally, a party cannot invoke this claim if the change was brought about by its own breach of the treaty. Certain diplomatic conditions, such as political upheaval or changes in state sovereignty, can also lead to the self-termination of a treaty.']",6
Madrasa,What other religion was considered to share parallels in teaching styles with the Muslim faith?,Christian,"['Christianity is considered to share parallels in teaching styles with the Muslim faith. Both religions have institutions that focus on religious education and the study of sacred texts, such as the Quran in Islam and the Bible in Christianity. Additionally, both faiths emphasize the importance of memorization and interpretation of their scriptures.']",0
"New_Haven,_Connecticut",What percentage of New Haven's economy is based in services grounded in health care and education?,56%,"[""Over half (56%) of New Haven's economy is based in services, particularly in health care and education.""]",5
PlayStation_3,What words would you see in the United States or Canada on a PS3 game that would signify its lower price?,Greatest Hits,"['You would see the words ""Greatest Hits"" in the United States or ""Platinum"" in Canada on a PS3 game that signifies its lower price.']",5
Marshall_Islands,What status did the Marshall Islands have in Germany?,Imperial German Protectorate,"['The Marshall Islands were administered by a German trading company, the Jaluit Gesellschaft, from 1887 until 1905. After the German–Spanish Treaty of 1899, Germany acquired the Carolines, Palau, and the Marianas from Spain and placed all of its Micronesian islands, including the Marshall Islands, under the governor of German New Guinea. This means that the Marshall Islands were part of the German colonial empire during that period.']",7
Windows_8,What was the benefit of Windows 8.1 with Bing?,cheaper Windows 8 licenses to OEMs in exchange for setting Internet Explorer's default search engine to Bing,"[""Windows 8.1 with Bing offered users a free version of the operating system that was designed to include built-in access to Microsoft's Bing search engine. This integration allowed for enhanced search capabilities within the OS, making it easier for users to find information, discover apps, and access web content directly from the Start screen. Additionally, the focus on Bing promoted Microsoft's ecosystem, encouraging users to engage with its services and potentially increasing user retention within the Windows platform.""]",3
Oxygen,How much is the sieve method of gas production used?,"['major method', 'increasingly']","['The sieve method of gas production, specifically pressure swing adsorption, is increasingly used to produce gaseous oxygen. This technology involves passing clean, dry air through zeolite molecular sieves that absorb nitrogen, allowing for a gas stream that is 90% to 93% oxygen to be delivered. The method is favored for its efficiency and is becoming a more common approach compared to traditional cryogenic methods for oxygen gas production.']",7
United_Nations_Population_Fund,What policies did a State Department official accuse UNFPA of helping China carry out?,population control policies,['A State Department official accused UNFPA of helping China carry out a coercive abortion program as part of its population control policies.'],7
Greece,Greece became a full ESA member when?,16 March 2005,['Greece became a full member of the European Space Agency (ESA) in May 2005.'],0
Indigenous_peoples_of_the_Americas,Where did the potato originate?,area of southern Peru,"['The potato originated in the area of southern Peru, from a species in the Solanum brevicaule complex.']",8
FC_Barcelona,During which football season did Barcelona win its second treble?,2014–15,['Barcelona won its second treble during the 2014–15 football season.'],5
Southampton,What's the name of the aviation museum in Southampton?,Solent Sky,['The aviation museum in Southampton is called Solent Sky.'],9
Endangered_Species_Act,What law passed in 1940 regarding the population of the U.S. national bird?,Bald Eagle Protection Act of 1940,"['The law passed in 1940 regarding the population of the U.S. national bird, the bald eagle, is the Bald Eagle Protection Act. This act was designed to protect bald eagles and their habitats, prohibiting the taking, selling, or possession of the species without a permit.']",9
Roman_Republic,When did Julius Caesar's term as consul end?,59 BC,"[""Julius Caesar's term as consul ended in 60 BC, as he was consul from 59 BC to 58 BC.""]",7
Copper,What does the acronym EPA stand for?,Environmental Protection Agency,['The acronym EPA stands for the Environmental Protection Agency.'],8
Empiricism,When did William James die?,1910,['William James died in 1910.'],8
Steven_Spielberg,What department did Spielberg have an unpaid internship with?,editing,['Spielberg had an unpaid internship with the editing department at Universal Studios.'],3
Anthropology,What type of anthropology is used to analyse and find solutions to real world problems?,Applied,['Applied anthropology is used to analyze and find solutions to real-world problems.'],3
European_Union_law,"In which case was it held that the provisions of the treaties are directly effective if they are clear, unconditional, and don't require further action by EU or national authorities?",Van Gend en Loos v Nederlandse Administratie der Belastingen,"['The case that established the principle that the provisions of the treaties are directly effective if they are clear, unconditional, and do not require further action by EU or national authorities is known as Van Gend en Loos.']",8
FA_Cup,What was Webly stadium called at that time? ,Empire Stadium,['Wembley Stadium was known as the Empire Stadium at that time.'],9
Nutrition,Which technology is primarily responsible for helping keep food fresh?,Cooling,['The primary technology responsible for helping keep food fresh is cooling.'],8
Tennessee,What average daily amount did a tourist spend in Tennessee in 2013?,$118,"['In 2013, the average person spent $118 per day in Tennessee.']",3
Sino-Tibetan_relations_during_the_Ming_dynasty,Who's presence increased in Tibet?,the Mongols,"['The presence of the Tumed Mongols, specifically under Altan Khan, increased in Tibet.']",3
Queen_Victoria,What position did Victoria appoint Lord Rosebery?,prime minister,['Victoria appointed Lord Rosebery as prime minister.'],5
Germans,Through what act would Roman and German customs become intertwine? ,Germanic and Roman peoples intermarried,"['Roman and German customs became intertwined through the act of intermarriage between the Germanic and Roman peoples in Roman-held territories. This fusion was further enhanced by the adoption of Christianity by the Germans, which promoted the mingling of Roman, Germanic, and Christian traditions.']",8
Portugal,What does the Rapid Reaction Brigade consist of?,"paratroopers, commandos and rangers","[""The Rapid Reaction Brigade typically consists of one regiment each of artillery, armor, and combat engineers, three battalions of infantry, one battalion for logistics, a squadron for headquarters/signals, and various smaller support organizations. Additionally, a tactical helicopter squadron and a field ambulance are often co-located with the brigade, although they do not form part of the brigade's command structure.""]",0
John_von_Neumann,When did von Neumann's interest in economics begin?,When lecturing at Berlin in 1928 and 1929,"[""Von Neumann's interest in economics began in 1929 when he spent his summers back home in Budapest and met the economist Nicholas Kaldor, who recommended that von Neumann read a book by the mathematical economist Léon Walras. This sparked von Neumann's further exploration and contributions to economic theory.""]",0
Unicode,"Michael Everson, Rick McGowan, and Ken Whistler make up what group?",Unicode Roadmap Committee,"['Michael Everson, Rick McGowan, and Ken Whistler are part of the Unicode Consortium, which is responsible for the development and maintenance of the Unicode Standard.']",3
Egypt,Why is Egypt considered a cradle of civilisation?,"earliest developments of writing, agriculture, urbanisation, organised religion and central government","[""Egypt is considered a cradle of civilisation due to its early and significant contributions to various aspects of human society, including the development of writing, agriculture, urbanisation, organised religion, and central government. Ancient Egypt's rich cultural heritage is reflected in its iconic monuments such as the Giza Necropolis, the Great Sphinx, and the Valley of the Kings, which demonstrate advanced architectural and engineering techniques. The civilization's innovations in geometry, mathematics, and medicine laid foundational principles for future advancements. Furthermore, Egypt's historical role in trade, arts, and the administration of complex societies enhanced its status as a pivotal region in the evolution of human culture and governance.""]",8
Sexual_orientation,What did the Pan American Health Organization reccomend for those who used treatment to stop homosexuality?,"that such malpractices be denounced and subject to sanctions and penalties under national legislation,","[""The provided contexts do not contain specific information regarding recommendations from the Pan American Health Organization (PAHO) for those who used treatment to stop homosexuality. The context primarily discusses different perspectives on sexual orientation and conversion therapy, including criticisms of such practices by various organizations. If you need detailed information about PAHO's stance or recommendations, I would suggest looking at their official publications or statements.""]",0
Myanmar,What races are considered to be the of the the national races in Burma ? ,"national races such as Kachin, Kayah (Karenni), Karen, Chin, Burman, Mon, Rakhine, Shan, Kaman, or Zerbadee.","['The national races in Burma (Myanmar) include the Kachin, Kayah (Karenni), Karen, Chin, Burman, Mon, Rakhine, Shan, Kaman, and Zerbadee.']",10
The_Blitz,What did these flashes simulate?,German C-250 and C-500 Flammbomben,['The flashes simulated the effects of incendiary bombs dropped by the first wave of Pathfinder night bombers during The Blitz.'],3
Buddhism,Buddhism is based on the teaching of who?,Gautama Buddha,"['Buddhism is based on the teachings of Gautama Buddha, commonly known as the Buddha (""the awakened one"").']",7
Aspirated_consonant,"If the letter s is a different place in the word, it is typical unaspirated unless the word is what?",compound words,"['It is typical unaspirated unless the word is a compound word, where the consonants in a cluster are analyzed as belonging to different morphemes, in which case the stop may be aspirated.']",3
Separation_of_church_and_state_in_the_United_States,What does Wood believe the U.S. operates on?,a sort of civic religion,"['Wood believes that the U.S. operates on ""a sort of civic religion,"" which includes a generally-shared belief in a creator who ""expects better of us.""']",7
Digimon,When did the first digimon series begin airing in japan?,"March 7, 1999 in Japan","['The first Digimon series, ""Digimon Adventure,"" began airing in Japan on March 6, 1999.']",9
Southern_California,How many teams did Los Angeles used to have?,two,"['Los Angeles used to have three Major League Baseball teams: the Los Angeles Dodgers (formerly the Brooklyn Dodgers), the Los Angeles Angels of Anaheim, and the San Diego Padres. Additionally, there are multiple professional sports teams across other leagues, but in terms of MLB, the primary historical reference is to the Dodgers and the Angels.']",2
Child_labour,How many children worked?,virtually all,"['Estimates for child labour vary, ranging between 250 and 304 million children aged 5–17 involved in any economic activity worldwide. If light occasional work is excluded, it is estimated that there were 153 million child labourers aged 5–14 globally in 2008. Additionally, approximately 60% of child labourers were involved in agricultural activities, while 25% worked in service activities and 15% laboured in manufacturing and other industries.']",0
University_of_Notre_Dame,Which president at Notre Dame created the College of Science?,Father Patrick Dillon,['The College of Science at the University of Notre Dame was established by president Father Patrick Dillon in 1865.'],7
Tibet,When did Johann Grueber cross Tibet on the way to Nepal?,1661,['Johann Grueber crossed Tibet from Sining to Lhasa in 1661 before heading on to Nepal.'],3
Arena_Football_League,What was Jim Foster viewing when he came up with the idea for arena football?,an indoor soccer match,['Jim Foster was viewing a football game when he came up with the idea for arena football.'],2
Pope_Paul_VI,What did the Cardinal Augustin Bea's Secretariat promote?,Christian Unity,"[""The Cardinal Augustin Bea's Secretariat promoted ecumenism, which refers to the movement aimed at promoting unity among different Christian denominations. Cardinal Bea played a significant role in fostering dialogue between the Catholic Church and other Christian communities, particularly during the Second Vatican Council. His efforts were focused on building relationships and understanding among diverse Christian traditions.""]",8
Professional_wrestling,What are the usual reasons for an automatic disqualification? ,"low blows, weapon usage, interference, or assaulting the referee","['The usual reasons for an automatic disqualification (DQ) in professional wrestling can include, but are not limited to, the following:\n\n1. Violating match rules: Any action that breaks the established rules of the match can lead to disqualification.\n2. Outside interference: If a wrestler receives help from an outside party that is not part of the match.\n3. Unsportsmanlike conduct: Actions deemed unprofessional or against the spirit of competition may result in a DQ.\n4. Use of illegal objects: Introducing weapons or prohibited items into the match is grounds for disqualification.\n5. Leaving the ring: An intentional exit from the ring can trigger a countout, which may be treated as a form of disqualification in certain contexts.\n6. Aggression towards the referee: If a wrestler attacks or threatens the referee, they are likely to be disqualified.\n\nThese reasons are meant to maintain the rules and integrity of the match.']",8
Southampton,What year did Edward III show up in Southampton and tell them to build walls?,1339,"[""The information provided does not include a direct reference to Edward III's arrival in Southampton or a command to build walls. Therefore, based on the given context, I am unable to determine the specific year of this event. If you require information about Edward III and his actions in Southampton, please provide additional context or specify another source.""]",0
Guam,What is the mean high temperature in Guam?,86 °F (30 °C),"['The provided context does not specify the mean high temperature in Guam. However, it describes the geographic and climatic features of Guam without detailing specific temperature data. If you need information about typical temperatures in Guam, it often has a tropical climate with warm temperatures year-round, typically ranging from the mid-80s°F (around 29-32°C) for daily highs. For precise figures, please refer to a reliable meteorological resource or database.']",7
Frédéric_Chopin,What was the likely cause of death for Chopin?,tuberculosis,"['The likely cause of death for Chopin was tuberculosis. Throughout his life, he suffered from poor health, and it is believed that tuberculosis contributed to his demise in 1849.']",8
Utrecht,What is a barrow bikes use ,"There are also barrow bikes, for carrying shopping or small children","['Barrow bikes are primarily used for carrying shopping or small children. They are designed to accommodate additional cargo, making them practical for families or individuals who need to transport items or children while cycling.']",9
Ashkenazi_Jews,Is the percentage of admixture in the modern Ashkenazi genome higher or lower than previously thought?,admixture is considerably higher,"['The percentage of admixture in the modern Ashkenazi genome is lower than previously thought. Recent studies have indicated that while there is some European genetic contribution, particularly among the maternal lineage, the majority of Ashkenazi ancestry still derives significantly from ancient Levantine origins. The 2013 study mentioned estimates that 80 percent of Ashkenazi maternal ancestry comes from women indigenous to Europe, suggesting a smaller contribution from the Near East than previously hypothesized.']",0
Computational_complexity_theory,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,"['an increase in the input size', 'input size']",['Complexity theory seeks to define the relationship between the scale of algorithms with respect to the size of the input.'],3
Post-punk,Who said that the post-punk movement rivaled the Sixties in the shear amount of great music produced?,Simon Reynolds,"['The answer is not explicitly found in the provided contexts. However, it is often attributed to music journalist Simon Reynolds, who is known for his writings on the post-punk movement and its impact on music history. If you need to reference a specific person from the text, please clarify or provide more details.']",8
Nanjing,What was the name of the examination centre?,Jiangnan Examination Hall,['The examination centre is called the City and Guilds College.'],0
Slavs,What notable political union of the 20th century covered most South Slavs?,Yugoslavia,['The notable political union of the 20th century that covered most South Slavs was Yugoslavia.'],8
Child_labour,When did the Geneva Declaration of the Right of Children Act pass?,1924,"['The context provided does not mention the Geneva Declaration of the Right of Children Act or its passage. Therefore, based on the available information, I cannot provide a specific date for when it was passed. If you have additional context or a specific date in mind, please provide that for a more accurate response.']",0
Victoria_(Australia),When was gold found near Ballarat?,"['in 1851', '1851']",['Gold was discovered near Ballarat in 1851.'],3
Yuan_dynasty,Who had Toghtogha tried to defeat?,"['Red Turban rebels', 'the Red Turban rebels']",['Toghtogha tried to defeat the Red Turban rebels during the nationwide uprising that began in 1351.'],3
Jews,When did Jews originate as a national and religious group in the Middle East?,"during the second millennium BCE, in the part of the Levant known as the Land of Israel",['Jews originated as a national and religious group in the Middle East during the second millennium BCE.'],7
Mandolin,What style of Gisbon Mandolin was largely replicated?,Gibson F-5,"['The style of Gibson Mandolin that was largely replicated is the F-style, specifically the F-5 model, which is characterized by its decorative scroll near the neck, two points on the lower body, and typically a scroll carved into the headstock.']",8
The_Times,"In 2012, The Times added what suffix to its masthead?",of London,"['In 2012, The Times added the suffix ""Irish Edition"" to its masthead.']",0
Capacitor,What characteristic can leakage current and parasitic effects be assumed to have in the equation for a realistic capacitor?,can be assumed to be linear,"['Leakage current and parasitic effects can be assumed to be linear in the equation for a realistic capacitor. This means they can be dealt with by adding virtual components to the equivalent circuit of the capacitor, allowing for the application of usual methods of network analysis.']",4
"New_Haven,_Connecticut",By how many rivers is the city of New Haven drained?,three,"['The city of New Haven is drained by three rivers: the Hudson River, the East River, and the Bronx River.']",3
Human_Development_Index,What is Gabon's ranking?,119th,['Gabon is ranked 119th in terms of the Human Development Index (HDI) among Sub-Saharan countries.'],5
Department_store,What store led the Indonesian markets until 2010 when it closed? ,Harvey Nichols,"['The store that led the Indonesian markets until 2010 when it closed was ""Centro Department Store.""']",0
Lighting,How many lemuns does a 15 watt fluorescent lamp produce?,800 lumens,['A 15-watt compact fluorescent lamp produces about 800 lumens.'],8
Wood,What could we monitor electronically that could help inform new methods of wood protection?,Moisture content,['Moisture content is what we could monitor electronically to help inform new methods of wood protection. Maintaining optimal moisture levels is crucial for preserving wood and preventing damage from fungi and insects.'],8
Iran,What inscription referenced the term Aryan to Iranians?,Parthian,"['The term for the Iranian language family, which includes the reference to Aryans in relation to Iranians, was introduced by Christian Lassen in 1836. Robert Needham Cust later used the term ""Irano-Aryan"" in 1878.']",0
Rhine,What does the Nederrikn's name change into?,"['Lek', 'the Lek']",['The Nederrijn changes its name to Lek at Wijk bij Duurstede.'],3
Pope_Paul_VI,In Paul VI's view what does the Catholic ecumenical dialogue require from someone?,whole person,"[""In Paul VI's view, Catholic ecumenical dialogue requires from a Catholic the whole person: one's entire reason, will, and heart. This means that to engage in meaningful ecumenical dialogue, a person must fully invest themselves—intellectually, emotionally, and volitionally—into the process.""]",7
Force,What actually causes rigidity in matter?,"['the Pauli exclusion principle', 'Pauli exclusion principle']","['Rigidity in matter is primarily a result of the Pauli exclusion principle. This principle states that electrons, being fermions, cannot occupy the same quantum mechanical state as other electrons. When electrons in a material are densely packed together, they must occupy higher energy states due to the limited availability of lower energy states. This requirement to occupy higher energy states means that it takes energy to compress the material, which manifests as rigidity or structural force at the macroscopic level.']",7
Immaculate_Conception,Is the view of the impregnation of Mary's pregnancy the same as the one held for the birth of her first child ?,doctrine of the immaculate conception (Mary being conceived free from original sin) is not to be confused with her virginal conception of her son Jesus,"[""The view of Mary's impregnation leading to the birth of her first child, Jesus, is fundamentally linked to the belief in the Virgin Birth. According to Christian doctrine, particularly in the accounts found in the Gospels of Matthew and Luke, Mary conceived Jesus while remaining a virgin through the action of the Holy Spirit. This event is seen as miraculous and is central to Christianity's understanding of the Virgin Mary.\n\nIn contrast, the idea of her pregnancy is viewed as a natural process following the divine conception. While the impregnation is considered extraordinary, the birth is seen as the fulfillment of that miraculous conception. Thus, the views on Mary's impregnation and the birth of Jesus are interconnected but emphasize different aspects—one being the miraculous act of conception (impregnation by the Holy Spirit), and the other being the natural process of childbirth. \n\nTherefore, while both events are pivotal in understanding Mary's pregnancy, they are not seen in exactly the same light; the impregnation is viewed as a supernatural event, whereas the birth, while also miraculous, is regarded as part of the natural process.""]",3
Roman_Republic,Which elected official lost the election in 121 BC?,Gaius,"['The context provided does not specifically mention any elected official who lost an election in 121 BC. The information primarily discusses events concerning the Roman Republic, civil wars, and political dynamics without detailing specific elections or their outcomes from that year. Therefore, based on the provided context, I cannot identify an elected official who lost an election in 121 BC.']",0
Frédéric_Chopin,What does J. Barrie Jones feel stands supreme of Chopin's concert pieces?,the four ballades and four scherzos,"[""J. Barrie Jones feels that Chopin's concert pieces stand supreme due to their innovative and individual style, which is marked by technical demands and emotional nuance.""]",0
Religion_in_ancient_Rome,What Roman word was used to refer to the scared precinct?,templum,"['The Roman word used to refer to the sacred precinct is ""templum.""']",8
Philadelphia,What is the normal snowfall?,22.4 in,"['The normal snowfall varies by location, but in Richmond, Virginia, for example, the annual snowfall is usually light, averaging 10.5 inches (27 cm) per season. In Seattle, average annual snowfall, as measured at Sea-Tac Airport, is approximately 6.8 inches (17.3 cm).']",0
Pope_Paul_VI,What did the American Counsel of Bishops rally for?,religious freedom,"['The American Council of Bishops pushed for a speedy resolution on religious freedom during the discussions at the Second Vatican Council, as indicated in the context provided.']",5
Virgil,What is the name of the beautiful woman who Virgil enamoured?,Lucretia,['The beautiful woman who Virgil enamoured is sometimes described as Lucretia.'],3
Nigeria,When did President Goodluck Jonathan advocate limiting childbirth?,June 2012,"[""The provided contexts do not mention President Goodluck Jonathan advocating for limiting childbirth. They primarily discuss his presidency, election results, and Nigeria's health initiatives but do not address his stance on childbirth or population control. Therefore, it cannot be determined from the given information when, or if, he advocated for limiting childbirth.""]",0
Pacific_War,How many Japanese merchant ships did Allied submarines sink during the war?,"1,200","['Allied submarines sank a total of 1,200 Japanese merchant ships during the war.']",8
Kievan_Rus%27,Why was the Republic of Novgorod doing so well while the Kievan Rus declined?,it controlled trade routes,"[""The Republic of Novgorod prospered while Kievan Rus declined for several reasons. Firstly, Novgorod controlled key trade routes from the River Volga to the Baltic Sea, which allowed it to benefit economically from trade. As Kievan Rus' power waned, Novgorod gained increased political independence and established a local oligarchy that effectively managed its affairs, including major government decisions made by a town assembly. This local governance contributed to a greater degree of autonomy and stability in Novgorod compared to the turmoil and internal conflict experienced in Kievan Rus during its decline.\n\nAdditionally, while Kievan Rus faced fragmentation and internal struggles for power among its princes after the death of Yaroslav the Wise, Novgorod maintained a more cohesive political structure. The emergence of elective monarchy and the establishment of an archbishop signified Novgorod's growing importance and self-governance. In contrast, Kievan Rus dealt with weakened unity, with its territories eventually divided among various principalities, leading to socio-political instability and economic downturn.\n\nOverall, Novgorod's control over trade, effective local governance, and political independence contributed to its success, while Kievan Rus faced decline due to internal conflicts and fragmentation.""]",7
Law_of_the_United_States,What can invalidate the rule of law?,"hopeless inefficiency, instability, and unpredictability","['The rule of law can be invalidated by factors such as neglect or ignorance of the law, insufficient corrective mechanisms for restoring it, and instances where rulers are held above the law, as seen in autocracies, dictatorships, or oligarchies. Additionally, the quality of contract enforcement, the reliability of law enforcement, and the independence and effectiveness of the judiciary can all contribute to the decay of the rule of law.']",3
Tennessee,"On average, how many days each year are there thunderstorms in Tennessee?",50,"['On average, there are around 50 days of thunderstorms per year in Tennessee.']",8
Comics,"What was seen as ""infantile"" in the United States?",comics,"['The term ""infantile"" in the United States is often used to describe behaviors or attitudes that are considered immature or childish. This can refer to various aspects of culture, politics, or personal conduct where individuals may act in a simplistic, naive, or overly emotional manner instead of demonstrating the expected maturity and rationality of adulthood. For instance, in discussions around governance, public behavior, or even in the context of consumerism, the ""infantile"" approach could imply an oversimplification of complex issues or a tendency to engage in behaviors that seek immediate gratification without considering longer-term consequences. However, without more specific context from the provided material, it is difficult to pinpoint a direct instance of what was seen as ""infantile"" in the United States.']",0
BBC_Television,Who was the leader of BBC Television in 2006?,Jana Bennett,"['The text does not explicitly mention the leader of BBC Television in 2006. However, during that time, the BBC was under the leadership of Director-General Mark Thompson, who served from 2002 to 2012. If you are looking for the specific title, it would be the Director-General of the BBC.']",2
FC_Barcelona,What type of group founded Espanyol?,Spanish football fans,['Espanyol was founded by a group of Spanish and Catalan students in 1900.'],2
Portugal,By what entity is the Algarve Cup hosted?,Portuguese Football Federation (FPF)  – Federação Portuguesa de Futebol,['The Algarve Cup is hosted by the Portuguese Football Federation (FPF) – Federação Portuguesa de Futebol.'],7
Steam_engine,Who developed the first commercial steam powered device?,"['Thomas Savery', 'Thomas Savery.']","['Thomas Savery developed the first commercial steam-powered device, which was a water pump, patented in 1698.']",3
Queen_Victoria,What political view did Gladstone hold?,Liberal,"['William Ewart Gladstone was a prominent figure in the Liberal Party of the United Kingdom and is often associated with liberal and progressive political views. He supported reforms aimed at expanding the electorate and promoting social justice, such as extending the franchise to urban working men. Gladstone was also a proponent of free trade and home rule for Ireland, reflecting his belief in self-government and democratic principles. His political philosophy emphasized the necessity of reform to improve society while being cautious of unnecessary changes that could lead to instability.']",8
Swaziland,When did the public finances in Swaziland decline?,the late 1990s,['The public finances in Swaziland deteriorated in the late 1990s following sizeable surpluses a decade earlier.'],5
Chicago_Cubs,Where was the former location in Mesa?,the second HoHoKam Park,"['The context provided does not specifically mention a former location in Mesa. It focuses primarily on Tucson, Arizona, and other unrelated subjects. Therefore, an answer regarding a former location in Mesa cannot be derived from the available information.']",0
New_York_City,What was Juan Rodriguez's occupation?,trader,"['The provided contexts do not mention Juan Rodriguez or provide any information about his occupation. Therefore, I cannot answer the question based on the available information. If you have more context or details about Juan Rodriguez, please provide them!']",0
"Punjab,_Pakistan",When did Sikhism begin?,mid-fifteenth century,['Sikhism began to emerge in the 15th century.'],7
Hydrogen,When are these useful?,when hydrogen is purified by passage through hot palladium disks,"['The contexts provided discuss various topics, but to extract a unified answer regarding the usefulness of certain items or concepts, it might be helpful to summarize based on the relevant themes discovered within the contexts:\n\n1. **Clothing** is useful for protection from the elements (sun, cold, rough surfaces) and provides both comfort and hygiene. It is especially useful in seasonal variations to ensure adequate thermal insulation or protection from UV rays during warm climates.\n\n2. **Time Measurement** (hourglasses, water clocks, mechanical clocks) has historically been useful for navigation, timing events, and organizing daily activities. Knowing the exact time is essential for scheduling and planning in everyday life.\n\n3. **Education Institutions** (e.g., University of Chicago, Eton College) are useful for academic development and career preparation, providing environments for learning and research.\n\n4. **Solar Distillation** is useful in making saline or brackish water potable, particularly in areas lacking fresh water sources. It serves essential needs for drinking water in arid regions.\n\n5. **Zinc Alloys** (e.g., Zamak) are useful in industrial applications, particularly in die casting for automotive and electrical components due to their favorable melting and casting properties.\n\nOverall, these items or concepts are useful for enhancing comfort, ensuring safety, facilitating knowledge acquisition, providing essential resources, and optimizing industrial processes in various contexts.']",0
Catalan_language,What forms are also common in the rest of Western Catalan?,verbal forms,"['In Western Catalan, words with the stressed vowel /ɛ/ correspond to the stressed vowel /e/. Additionally, words that have /ɛ/ in Central Catalan correspond to /ə/ in Balearic Catalan and /e/ in Western Catalan. Therefore, the common forms in Western Catalan often share a higher incidence of /e/ sounds, particularly where Central Catalan has /ɛ/.']",0
Napoleon,The results of which battle allowed the British to blockade French coasts?,the Battle of Trafalgar,['The results of the Battle of Cartagena allowed the British to blockade French coasts.'],0
Humanism,During what time was a religious state replaced in the Notre Dame cathedral with a symbol of Humanism?,1793,"['During the French Revolution, specifically in 1793, the Notre Dame cathedral was turned into a ""Temple to Reason,"" replacing the Virgin Mary with symbols of Humanism, such as Lady Liberty.']",7
Windows_8,How would one get Windows RT?,as pre-loaded software on devices specifically developed for it,"['Windows RT is available exclusively as pre-loaded software on devices specifically developed for it. You cannot purchase a standalone version of Windows RT; instead, it comes installed on select tablets and devices that support ARM architecture.']",8
Treaty,The terms and travaux preparatoire of the International Covenant on Civil and Political Rights were both factors in determining what aspect of the treaty as it relates to North Korea's stated intentions?,The possibility of withdrawal,"['The terms and travaux preparatoire of the International Covenant on Civil and Political Rights were factors in determining the possibility of withdrawal from the treaty. Specifically, it has been held that withdrawal is not possible due to the deliberate intention of the original signatories not to provide for such an option. This was highlighted when North Korea declared its intention to withdraw, leading the Secretary-General of the United Nations to emphasize that the absence of provisions for withdrawal was intentional.']",3
Civil_disobedience,If law breaking is not done in a public manor it is not considered what term?,"['civil disobedience', 'lawbreaking']","['If law breaking is not done in a public manner, it is not considered ""civil disobedience.""']",3
