title,question,expected_answer,generated_answer,is_similar
Mesozoic,When was the top of archosaur diversity?,Jurassic,"['The top of archosaur diversity was during the Jurassic period. Specifically, the Jurassic is noted as the height of archosaur diversity, particularly in the Late Jurassic, which spanned from approximately 163 million to 145 million years ago.']",8
Royal_assent,How can the House of Commons be notified of assent if it is not in session?,publishing a special issue of the Journals of the House of Commons,"['If the House of Commons is not in session, notification of royal assent can be given by publishing a special issue of the Journals of the House of Commons.']",8
Post-punk,What do contemporary scholars feel the post-punk period contributed in hindsight?,significant innovations and music,"['Contemporary scholars argue that the post-punk period produced significant innovations and music on its own, asserting that it was a time of adventurous and idealistic creativity. Simon Reynolds described the period as comparable to the 1960s in terms of the sheer quantity of great music created and the spirit of adventure that infused it, as well as its connection to the political and social turbulence of the era. Nicholas Lezard noted that the music of the period was avant-garde, open to a wide range of musical possibilities, and often cerebral, aiming to disturb or provoke thought rather than simply creating pop songs. Overall, scholars believe that post-punk represented a critical and transformative phase in music history, marked by a willingness to explore new ideas and break away from traditional rock conventions.']",8
The_Blitz,What was the biggest fear aerial attacks would cause besides death and wounded?,psychological trauma,"['The biggest fear from aerial attacks, besides death and injuries, was the potential collapse of civilian morale and society. It was believed that continuous attacks, especially on residential areas, could drive civilians into panic, leading to societal chaos, anxiety, and mass psychological trauma, which could further disrupt production and civil life. The bombing was thought to have the capability to destroy the will of the populace to resist, as well as to create widespread panic and dislocation within cities.']",8
Somerset,What 2 Unitary authorities were established in april 1996 ,"North Somerset, and Bath & North East Somerset",['The two unitary authorities established in April 1996 are North Somerset and Bath & North East Somerset.'],9
Brigham_Young_University,How long is a full-time mission for males?,two years,['A full-time mission for males is two years in length.'],9
Empiricism,What is subjective idealism closely related to?,Phenomenalism,"['Subjective idealism is closely related to the view that individuals can only know sensations and ideas of objects directly, rather than abstractions such as ""matter."" It posits that ideas depend on being perceived for their existence, encapsulated in the phrase ""esse est percipi"" (to be is to be perceived). Proponents of subjective idealism, such as George Berkeley, argue against the existence of a mind-independent world and define reality based on individual perception and experience.']",3
Near_East,"The term ""Near East"" acquired considerable disrepute in whose eyes?",English-speaking public,"['The term ""Near East"" acquired considerable disrepute in the eyes of the English-speaking public.']",3
Rule_of_law,What language is spoken in most rule of law countries?,English,"['The context does not specify a single language that is spoken in most rule of law countries. However, it mentions several countries such as Sweden, Denmark, France, Germany, Japan, South Korea, Singapore, and others, which primarily communicate in their national languages: Swedish, Danish, French, German, Japanese, Korean, and Chinese, respectively. Additionally, English is a common language in many discussions regarding the rule of law due to its prevalence in legal contexts and international discourse. Therefore, there is no definitive language identified as being spoken in ""most rule of law countries,"" as it varies by region.']",3
Liberia,What are the 73 members of the house are appropriated among? ,the 15 counties on the basis of the national census,"['The 73 members of the House are apportioned among the 15 counties in Liberia on the basis of the national census, with each county receiving a minimum of two members.']",7
Frédéric_Chopin,What two dignitaries where at his first performance in London?,Queen Victoria and Prince Albert.,"['The context provided does not specify the identities of the two dignitaries present at the first performance. It mentions command performances featuring jazz musicians at Buckingham Palace, but does not detail specific attendees or their titles. More specific information about the event or the performances would be needed to accurately answer the question.']",0
Translation,Slavic and Germanic languages also use a similar loanword from what source?,Latin,['Slavic and Germanic languages use a similar loanword from Latin.'],3
Frédéric_Chopin,What did Chopin play at the funeral?,Franz Schubert's lied Die Gestirne.,"[""At Chopin's funeral, the soloists performed Mozart's Requiem, and Chopin's Preludes No. 4 in E minor and No. 6 in B minor were also played. Additionally, the Funeral March from Chopin's Piano Sonata No. 2 was performed at the graveside.""]",0
Elizabeth_II,What title and name did Elizabeth's father take upon becoming king?,King George VI,"['Upon becoming king, Elizabeth\'s father took the title ""King George VI.""']",9
Gramophone_record,"In which novel does 'Whiteman's Lady of the Evening"" record get broken?","John O'Hara novel, Appointment in Samarra","['The record ""Whiteman\'s Lady of the Evening"" gets broken in the novel ""Appointment in Samarra"" by John O\'Hara.']",7
Hindu_philosophy,To what do Advaita Vedantins view atman as the same?,Brahman,"['Advaita Vedantins view ātman as the same as Brahman. They assert that the ātman (soul, self within each person) is identical to Brahman, which is the ultimate reality and the eternal, unchanging entirety of cosmic principles.']",7
Gregorian_calendar,What designation was added to British dates to differentiate them from countries not using the new calendar? ,"""Old Style"" (OS) and ""New Style""","['The designation added to British dates to differentiate them from countries not using the new calendar was ""Old Style"" (O.S.) and ""New Style"" (N.S.).']",8
Light-emitting_diode,What object sources the data in of the first LED of a digital rgb LED?,microprocessor,['The data in of the first LED of a digital RGB LED is sourced by a microprocessor.'],3
Bern,What century did Bern outgrow the peninsula?,19th century,['Bern outgrew the peninsula by the 19th century.'],7
Rhine,What will cause the lake near the Rhine to silt up?,"['continuous input of sediment into the lake', 'It is expected that the continuous input of sediment into the lake will silt up the lake', 'continuous input of sediment']",['The continuous input of sediment into the lake from the Rhine will cause the lake to silt up.'],8
Comprehensive_school,What type of school has surpassed comprehensive schools in Ireland?,community school,['The community school concept has surpassed comprehensive schools in Ireland.'],3
England_national_football_team,How many competitive matches were lost under the tenure of manager Sven-Göran Eriksson?,five,['Sven-Göran Eriksson lost only five competitive matches during his tenure as manager of the England national football team.'],3
Protestantism,What were Luther's followers advised to use when governing worldly affairs?,reason,"[""Luther's followers were advised to use reason to govern worldly affairs in an orderly and peaceful way.""]",7
Nigeria,What was most of Nigeria's federal income being spent on?,debt,"[""Most of Nigeria's federal income was primarily being spent on government operations and addressing budgetary concerns, particularly as the country became increasingly dependent on oil revenues from the NNPC (Nigerian National Petroleum Corporation). The reliance on oil revenues without developing other economic sources contributed to significant financial mismanagement and corruption. Additionally, funds were likely directed towards political stability, maintaining the administration, and addressing the economic disparities and challenges arising from federalism in Nigeria.""]",3
Ashkenazi_Jews,What two factors contributed the increase in Jewish settlers along the Rhine and other similar areas?,often in response to new economic opportunities and at the invitation of local Christian rulers,"['The two factors that contributed to the increase in Jewish settlers along the Rhine and other similar areas were: \n\n1. Economic Opportunities: Jewish settlers were invited by local Christian rulers and recognized for their expertise in finance and commerce, which played a significant role in jump-starting the economy and improving trade revenues.\n\n2. Relative Freedom and Autonomy: Jews were often allowed administrative autonomy and settled in town centers close to markets and churches, where they could engage in trade and commerce under the protection of both royal and ecclesiastical authorities.']",8
The_Sun_(United_Kingdom),What type of people was the new paper supposed to attract?,'social radicals',"[""The new paper was intended to attract a readership of 'social radicals' in addition to the existing 'political radicals' of the Herald.""]",8
Seven_Years%27_War,"Why did Denmark-Norway remain neutral rather than assisting its longtime ally, Britain?","The Dutch Republic, long-time British ally, kept its neutrality intact, fearing the odds against Britain and Prussia fighting the great powers of Europe","['Denmark-Norway chose to remain neutral during the conflict due to fears regarding the odds against Britain and Prussia fighting the great powers of Europe. The kingdom was concerned about the potential consequences of being drawn into the escalating conflict and sought to steer clear of involvement, despite having interests in the war and with the belligerents.']",3
Architecture,What are the three principles every plan should consider?,"firmness, commodity and delight.","[""The three principles every plan should consider are:\n\n1. The principle of historical time and place: This principle states that an individual's development and the effectiveness of a plan are shaped by the period and location in which they exist.\n\n2. The principle of the importance of timing in one's life: This principle refers to the different impacts that specific events or actions can have depending on when they occur in an individual’s or project’s life cycle.\n\n3. The idea of linked lives: This principle asserts that the development or success of a plan is influenced by the interconnected network of relationships and stakeholders involved in the project.""]",0
Greece,What was the agreement that recognized Greece as a state called?,London Protocol,"['The agreement that recognized Greece as a state was called the London Protocol, finalized in 1830.']",8
1973_oil_crisis,Why did OPEC raise the price of oil to $5.11?,"['In response to American aid to Israel', 'American aid to Israel']","[""OPEC raised the price of oil to $5.11 as a response to American aid to Israel during the conflict surrounding the 1973 oil crisis. Specifically, on October 16, 1973, in direct reaction to President Nixon's request for $2.2 billion in emergency aid to Israel, which included military supplies, OPEC decided to increase the posted price of oil by 70%. This increase was part of a larger strategy by OPEC to exert economic pressure in response to the geopolitical situation and to support their economic and political objectives.""]",3
Emotion,What do some theories see as an important part of emotion?,cognition,"['Some theories see cognition as an important part of emotion. They argue that cognitive processes, such as judgments, evaluations, or thoughts, are necessary for an emotion to occur.']",6
Pub,In what nation's pubs is food often served?,the UK,"[""In the United Kingdom's pubs, food is often served.""]",2
Southern_California,"Other than land laws, what else were the Californios dissatisfied with?",inequitable taxes,['The Californios were dissatisfied with inequitable taxes.'],8
Alexander_Graham_Bell,Who did Bell marry in 1877?,Mabel Hubbard,['Bell married Mabel Hubbard in 1877.'],7
Dell,What was Morton Meyerson's position at his former company?,CEO,['Morton Meyerson was the former CEO and president of Electronic Data Systems.'],3
United_Nations_Population_Fund,UNFPA was originally administered by what U.N. body?,United Nations Development Fund,['UNFPA was originally administered by the United Nations Development Fund.'],7
American_Idol,How were the semi-finalists divided in season four?,by gender,"['In season four, the semi-finalists were divided by gender to ensure an equal gender division in the top twelve. The males and females sang separately on consecutive nights, and the bottom two in each group were eliminated each week until only six of each gender remained to form the top twelve.']",8
Josip_Broz_Tito,When did Tito meet Eisenhower at the U.N.?,1960,['Tito met U.S. President Dwight D. Eisenhower at the United Nations in 1956.'],0
BeiDou_Navigation_Satellite_System,What is the name of the fourth BeiDou-1 satellite?,BeiDou-1D,['The name of the fourth BeiDou-1 satellite is BeiDou-1D.'],10
Roman_Republic,What happened after Sulla returned to the conflict with Mithridates?,Marius and Lucius Cornelius Cinna soon took control of the city,"[""After Sulla returned to the conflict with Mithridates, he achieved significant military success. Sulla completed his campaign against Mithridates and secured Rome's eastern territories. He forced Mithridates out of Greece and eventually defeated him, leading to a peace settlement that favored Rome. Sulla's success in the war against Mithridates solidified his reputation as a capable military leader and increased his influence in Roman politics. However, his return and actions not only marked a significant military victory but also intensified the existing political strife within Rome, contributing to the tensions and conflicts that characterized the late Roman Republic, including the eventual rise of civil wars.""]",0
Sanskrit,What type of language were Prakrits?,Middle Indo-Aryan,"['Prakrits were Middle Indo-Aryan languages that evolved from earlier forms of Sanskrit. They were commonly spoken languages, contrasting with the learned language of Sanskrit. Prakrits often showed significant deviations from Classical Sanskrit and were used for everyday communication, making them more accessible to the general population compared to the more formal and refined Sanskrit.']",8
Sumer,Where is the Semetic Akkadian language first found?,proper names of the kings of Kish,"['The Semitic Akkadian language is first attested in proper names of the kings of Kish, dating to around 2800 BC.']",7
Windows_8,When did Windows 8 manufacturing begin?,"August 1, 2012","['Windows 8 manufacturing began on August 1, 2012, when it was released to manufacturing with the build number 6.2.9200.16384.']",8
John_von_Neumann,On what day was the first atomic blast?,"July 16, 1945","['The first atomic blast, code named Trinity, occurred on July 16, 1945.']",8
Vacuum,What is more significant than isotropic gas pressure past the Karman line?,radiation pressure from the Sun and the dynamic pressure of the solar winds,"['Beyond the Kármán line, radiation pressure from the Sun and the dynamic pressure of solar winds become more significant than isotropic gas pressure.']",8
Red,What occurred when red and green were put next to one another?,red and green reinforced each other,"['When red and green are placed next to one another, they reinforce each other, creating a strong visual contrast. This phenomenon is discussed in the context of color theory, particularly during the 19th century, where artists explored how complementary colors like red and green interact to enhance their vibrancy and emotional impact in art.']",8
Southampton,"What museum reopened on July 30th, 2011 after a huge renovation?",Tudor House Museum,"['The Museo Soumaya in Mexico City reopened on July 30th, 2011 after a huge renovation.']",0
Mexico_City,What was the main construction project in the Profirian/French style?,Colonia Roma,"['The main construction project in the Profirian/French style is not explicitly mentioned in the provided contexts. However, the text discusses several significant architectural styles and projects, such as the works associated with the Neo-Grec style of Laboustre during the second Empire, and other neoclassical buildings like La Madeleine and the Palais Garnier. If the question refers specifically to influential projects in a French architectural style, the Palais Garnier Opera House (completed in 1875) could be considered a significant example of the French architectural movement within the broader context of the 19th-century architectural advancements.']",0
Red,In what kind of countries is the celebration of Valentine's day forbidden?,Islamic,"[""The celebration of Valentine's Day is forbidden or strongly condemned in many Islamic countries, including Saudi Arabia, Pakistan, and Iran.""]",2
Muammar_Gaddafi,"Along with the British, who occupied Libya at the end of the Second World War?",French,"['At the end of the Second World War, Libya was occupied by British and French forces.']",2
Baptists,What sought to reset the ecclesiastical separation which had characterized the old Baptist churches?,Southern Baptist Landmarkism,"['The movement known as ""Landmarkers"" sought to reset the ecclesiastical separation which had characterized the old Baptist churches. This group aimed to emphasize a strict interpretation of church membership and the practice of baptism, influencing the policies of the Southern Baptist Convention over time.']",8
Philadelphia,When was Woodhaven road built?,1966,"['The provided context does not mention the construction or establishment date of Woodhaven Road. Therefore, I cannot provide an answer regarding when Woodhaven Road was built.']",0
Railway_electrification_system,What insures minimal current leak during power rails instalation?,ceramic chairs,"['Power-only rails can be mounted on strongly insulating ceramic chairs to minimize current leak during installation. Additionally, elastomeric rubber pads placed between the rails and chairs can help insulate the running rails from current return, thereby addressing part of the leakage issue.']",2
Pope_Paul_VI,What type of birth control is condemned by the Catholic church?,artificial,"['The Catholic Church condemns artificial birth control, including methods such as the use of contraceptive pills, condoms, and other barriers or hormonal interventions designed to prevent pregnancy. This position is articulated in the encyclical Humanae Vitae by Pope Paul VI, which reaffirms the traditional teachings of the Church regarding procreation and the natural law.']",3
Rajasthan,Ranthamb National Park is known by photographers as what?,one of the best place in India to spot tigers,['Ranthambore National Park is known by photographers as a popular destination for capturing images of tigers in their natural habitat.'],7
Kievan_Rus%27,Who were allies with the Khazars?,Byzantine Empire,"[""The Khazars had allies with the Byzantine Empire during the 8th century, and they also had earlier alliances with the Rus' and Slavs against Arab raids on the Caucasus. However, the relationships were complex and evolved over time, as these groups eventually shifted alliances, especially as the Rus' increasingly worked against the Khazars to secure control of trade routes.""]",3
Bird,These types of birds have a tendon locking mechanism.,Perching birds,['Perching birds have a tendon locking mechanism that helps them hold on to the perch when they are asleep.'],3
History_of_India,What was the duration of the Vedic culture?,1750 to 500 BCE,['The Vedic culture lasted from about 1750 to 500 BCE.'],8
Ctenophora,What do Beriods use as teeth?,"['stiffened cilia', 'groups of large, stiffened cilia']","['Beroids, also known as Nuda, do not have feeding appendages or traditional teeth. Instead, they use their large pharynx, which is equipped with structures called ""macrocilia"" at the oral end. These fused bundles of large cilia are capable of ""biting"" off pieces of prey that are too large to swallow whole.']",3
Dwight_D._Eisenhower,What were Harlan and Stewart's party affiliations?,Republicans,"['The context provided does not include specific information about individuals named Harlan and Stewart, or their party affiliations. Therefore, I cannot determine their party affiliations based on the given text. If you have specific information about Harlan and Stewart, please provide it, and I would be happy to help!']",0
Russian_Soviet_Federative_Socialist_Republic,When was the Karachay Autonomous Oblast ended?,1943,"['The Karachay Autonomous Oblast was restored on January 9, 1957, but it does not appear to have been officially ""ended"" in the context provided. The text mentions that it was restored by Khrushchev, but it does not specify a date for its cessation. Therefore, based on the information available, a specific date for the ending of the Karachay Autonomous Oblast is not provided.']",0
Guam,What is the name of the flying mammal in Guam that some are concerned for?,Mariana fruit bats,['The flying mammal in Guam that some are concerned for is the Mariana fruit bat.'],8
Railway_electrification_system,What was the solution for the return current problem in Paris Metro?,two guide rails,"['The solution for the return current problem in the Paris Metro was the implementation of a four-rail power scheme. In this system, neither running rail carries any current, preventing the return currents from flowing through the iron tunnel linings or nearby iron pipes. This setup minimizes the risks of electrolytic damage and arcing, which can occur if the return current flows through structures not designed to carry it. Additionally, one of the guide rails is bonded to the conventional running rails, allowing for a single polarity supply that efficiently handles the return current.']",2
Time,What remains unchanged in both the cases of the spaceship crew and of the stationary observer?,causality,"['What remains unchanged in both the cases of the spaceship crew and the stationary observer is the universal passage of time. While their perceptions and measurements of time may differ due to their relative motions, the actual progression of time is consistent for all observers in the universe. Both the crew on the spaceship and the stationary observer experience time passing, even though they may interpret or measure that passage differently.']",2
Dissolution_of_the_Soviet_Union,What was declared as having ceased to exist?,the Soviet Union,['The Soviet Union was declared as having ceased to exist.'],5
Chicago_Cubs,When was game three of the World Series between the Cubs and the New York Yankees?,"October 1, 1932","['Game three of the World Series between the Cubs and the New York Yankees was on October 1, 1932.']",8
Muammar_Gaddafi,How did the world respond to Libya in 1986?,U.S. bombing of Libya and United Nations-imposed economic sanctions.,"['In 1986, the world response to Libya was heavily influenced by its contentious relationship with the United States and the United Kingdom, particularly following the accusation of Libya\'s involvement in terrorism. The U.S., under President Ronald Reagan, adopted a hardline approach, leading to military retaliation through Operation El Dorado Canyon, where airstrikes were conducted on Libyan military targets on April 15, 1986, in response to the Berlin discotheque bombing. This operation aimed to weaken the military capabilities of Libyan leader Muammar Gaddafi, who was viewed as a ""soft target"" despite opposition from several European allies who argued that the action violated international law.\n\nSubsequently, Libya was perceived as an ""international pariah,"" facing widespread condemnation and economic sanctions from the United Nations due to its sponsoring of terrorism and involvement in various militant activities. The sanctions imposed in 1992 resulted in significant economic repercussions, leading to a sharp decline in Libya\'s oil revenues. While the U.S. stance was aggressive and militaristic with support from the U.K., other nations in Europe were more cautious and critical of such actions, underscoring a division in international response to Libya during this period.']",8
Canadian_Armed_Forces,The forces of what countries did people serve before the unification?,French and British forces,"['Before the unification of Germany, people served in the military forces of various German states, including Prussia and other smaller states such as Baden, Württemberg, and Bavaria. The Prussian Army was particularly dominant in the North German Confederation, which included several of these states. Additionally, France was an opposing force during the Franco-Prussian War, which led to the unification of Germany under Prussian leadership.']",2
European_Union_law,In which case did the Court of Justice state that refusal to admit a lawyer to the Belgian bar because he did not have Belgian heritage wasn't able to be justified?,"['Reyners v Belgium the Court of Justice', 'Reyners v Belgium']","['In the case of Reyners v Belgium, the Court of Justice stated that the refusal to admit a lawyer to the Belgian bar because he lacked Belgian nationality could not be justified.']",5
Economy_of_Greece,What was Greece accused of covering up the extent of?,its massive budget deficit,['Greece was accused of covering up the extent of its massive budget deficit in the wake of the global financial crisis.'],7
51st_state,What was the result of the 1948 referendum?,The movement ultimately failed,"['The provided context does not mention a specific 1948 referendum or its results. Therefore, I cannot provide an answer regarding the outcome of a referendum from that year as it is not included in the information given. If you have more details or another context about a specific 1948 referendum, please share that for further assistance.']",0
Windows_8,What makes Windows Store apps unique?,apps are to be optimized for touchscreen environments and are more specialized than current desktop applications.,"['Windows Store apps are unique because they are optimized for touchscreen environments and designed to run within a sandboxed environment, requiring specific permissions for accessing certain functionalities like the Internet or a camera. They utilize the Windows Runtime (WinRT) for compatibility across different programming languages such as C#, HTML5, and JavaScript, allowing them to be built for multiple architectures, including x86 and ARM. Additionally, these apps can offer dynamic content through live tiles and notifications, integrate with various online services, and provide a seamless experience across Microsoft’s ecosystem, including features unique to web browsers like running in the background and access to Windows API code. The apps also embrace the ""curated application store approach,"" making them part of a controlled platform in contrast to the more open traditional desktop applications.']",4
Federal_Bureau_of_Investigation,Where was the UCR created?,1920s,['The Uniform Crime Reporting (UCR) system was created in the United States in the 1920s.'],8
Spectre_(2015_film),Where in Mexico were the Day of the Dead scenes shot?,Zócalo and the Centro Histórico district,['The Day of the Dead scenes for the film were shot in Mexico City.'],0
Bras%C3%ADlia,"Besides boarding bridges, what also doubled in 2014 at Brasilia's airport?",the number of parking spaces,"[""In 2014, the number of parking spaces at Brasília's airport doubled, reaching three thousand.""]",3
Mali,Radical Islam and the Tuaregs are both considered problematic according to whom?,Malian government,"['Radical Islam and the Tuaregs are considered problematic according to Western governments and political analysts. The contexts suggest that various Islamist movements, particularly those with radical ideologies, pose challenges to stability and governance, as perceived by Western nations. The Tuaregs, often viewed through the lens of regional conflicts and unrest, are also seen as problematic within the broader context of geopolitical dynamics in regions like the Sahel.']",2
Imamah_(Shia_doctrine),Who do the Shia believe are possessed of divine knowledge and authority?,Imams,['The Shia believe that the Imams are possessed of divine knowledge and authority (Ismah).'],3
Muammar_Gaddafi,In what city is the EU headquarters located?,Brussels,"['The European Union headquarters is located in Brussels, Belgium.']",8
Napoleon,What 1802 treaty between Britain and France ended the Revolutionary Wars?,the Treaty of Amiens,['The treaty that ended the Revolutionary Wars between Britain and France in 1802 is the Treaty of Amiens.'],9
Muslim_world,What is the repetitive use of geometric floral designs known as in Islamic art?,arabesque,['The repetitive use of geometric floral designs in Islamic art is known as arabesque.'],7
London,"Besides being popular tourist destinations, London's museums play a vital role in what activity?",research,"[""Besides being popular tourist destinations, London's museums play a vital role in research.""]",4
Buckingham_Palace,How many offices does the palace have?,92 offices,['The palace has 92 offices.'],9
Tristan_da_Cunha,What is the population of the island?,267,"['The population of Saint Helena is about 4,250 inhabitants.']",0
Economic_inequality,What did S&P recommend to somewhat remedy the wealth gap?,increasing access to education,"[""S&P recommended increasing access to education to partially remedy the wealth gap and the resulting slow growth in the economy. They estimated that if the average United States worker had completed just one more year of school, it would add an additional $105 billion in growth to the country's economy over five years.""]",8
East_India_Company,who was on the Ganji-i-Sawai according to the EIC?,a relative of the Grand Mughal,"['According to contemporary East India Company sources, the Ganj-i-Sawai was carrying a relative of the Grand Mughal, although there is no evidence to suggest that it was his daughter and her retinue.']",8
Green,"Which green food coloring is known to cause hyperactivity, asthma, urticaria, and insomnia?",Green S (E142),"['Green S (E142) is the green food coloring known to cause hyperactivity, asthma, urticaria, and insomnia.']",3
Political_corruption,What magazine had articles about Castro benefiting from corruption?,Forbes,['Forbes magazine had articles about Fidel Castro likely benefiting from corruption.'],2
Unicode,Why has Unicode been criticized for not separately encoding forms of kanji?,complicates the processing of ancient Japanese and uncommon Japanese names,"['Unicode has been criticized for failing to separately encode older and alternative forms of kanji because this decision complicates the processing of ancient Japanese texts and uncommon Japanese names. Critics argue that by unifying glyphs, Unicode merges the representation of the languages themselves, rather than just their basic character representation. This unification leads to difficulties in accurately representing historical or stylistically distinct variants of kanji, which are important for specific cultural and linguistic contexts. The lack of separate encoding for these forms can hinder proper representation and processing of texts that require distinct kanji characters.']",8
1973_oil_crisis,Which sized cars were the least demanded cars in the crisis?,"['large cars', 'large']","['The least demanded cars during the crisis were larger full-size models, specifically lower-priced models such as the Chevrolet Bel Air and the Ford Galaxie 500.']",3
New_York_City,What percentage of Africans make up NYC?,25.5,"['The context provided does not specify a percentage for the overall African population in New York City. However, it does mention that in the Bronx, Black Americans (including those of both Hispanic and non-Hispanic origin) represented over one-third (35.4%) of the population. Additionally, it states that over 495,200 blacks resided in the borough, with 430,600 identified as non-Hispanic blacks. It also notes that 4.4% of the Bronx\'s population identified themselves as ""Sub-Saharan African."" \n\nNonetheless, without the specific percentage of the African population across all of New York City, it is not possible to provide an exact figure. The context primarily focuses on the Black population and its breakdown in terms of Hispanic and non-Hispanic origins, rather than explicitly detailing the percentage of Africans specifically within the entire NYC population.']",0
FA_Cup,Who was the first clubs have won the fa cup as part of a league cup double? ,Preston North End (1889),"['The first club to win both the FA Cup and the League Cup in the same season was Arsenal, in 1993.']",0
Light-emitting_diode,LEDs can send data over what type of cable?,fiber optic,['LEDs can send data over fiber optic cable.'],6
Eton_College,Who is a former Eton alumn and current Editor of The Mail on Sunday?,Geordie Greig,['The former Eton alumnus and current Editor of The Mail on Sunday is Geordie Greig.'],8
Imperial_College_London,What did the REF give Imperial as an overall GPA?,3.36,['The REF gave Imperial an overall GPA of 3.36.'],8
Force,Who had mathmatical insite?,Sir Isaac Newton,"['Several figures mentioned in the contexts demonstrate significant mathematical insight. Key individuals include:\n\n1. **Aryabhata** - Introduced trigonometric functions and algorithms of algebra.\n2. **Brahmagupta** - Explained the use of zero and gravity as a force of attraction.\n3. **Madhava of Sangamagrama** - Considered the ""founder of mathematical analysis.""\n4. **Euclid** - Laid the foundations of mathematical rigor and introduced key concepts in geometry.\n5. **Archimedes** - Known for his work on infinite series and approximations of Pi.\n6. **Muhammad ibn Musa al-Khwarizmi** - His name gave rise to the concept of algorithms and he contributed to the development of algebra.\n7. **John von Neumann** - Made advances in various areas of mathematics, including game theory and computing.\n\nThese individuals contributed significantly to the development of mathematical concepts and methodologies throughout history.']",0
"St._John%27s,_Newfoundland_and_Labrador",How many hospitals does the city have?,four,"['The city has 50 government hospitals, in addition to 300 private and charity hospitals.']",0
Buddhism,Native Mahayana buddhism is also called what?,Eastern Buddhism,"['Native Mahayana Buddhism is also referred to as ""Eastern Buddhism.""']",10
Private_school,What South African law recognized two types of schools?,South African Schools Act,"['The South African Schools Act of 1996 recognized two categories of schools: ""public"" (state-controlled) and ""independent"" (which includes traditional private schools and schools which are privately governed).']",7
Nutrition,Almost all individuals who suffer from type 2 diabetes and/or obesity are found to have which trait?,marked insulin resistance,['Almost all individuals who suffer from type 2 diabetes and/or obesity are found to have marked insulin resistance.'],7
Ottoman_Empire,During what years was Suleiman the Magnificent alive?,1520–1566,['Suleiman the Magnificent was alive from 1494 to 1566.'],5
Sumer,"In Sumerian, what are morphemes added together to create?",words,"['In Sumerian, morphemes are added together to create words.']",3
United_Nations_Population_Fund,How many people were on the U.S. fact-finding team?,three,"[""The provided contexts do not mention a U.S. fact-finding team, nor do they specify any details about such a team's size or composition. Therefore, I cannot provide an answer to your question based on the given information.""]",0
Armenians,What did Mashtots do besides composing religious chants?,inventor of the Armenian alphabet,['Mashtots is known for more than just composing religious chants; he is also recognized as the inventor of the Armenian alphabet. His contributions to the Armenian literary and cultural heritage extend beyond music to the development of written communication in the Armenian language.'],10
Eritrea,What type of analysis did the scientists use to examine hairs from the 2 baboon mummies formerly preserved in the British Museum?,oxygen isotope analysis,['The scientists used oxygen isotope analysis to examine hairs from the two baboon mummies.'],7
Arnold_Schwarzenegger,What position did Schwarzenegger briefly hold at Muscle & Fitness and Flex?,executive editor,['Schwarzenegger briefly held the position of executive editor at Muscle & Fitness and Flex.'],7
Kanye_West,What is the name of Kanye's album released in 2010?,My Beautiful Dark Twisted Fantasy,"['The name of Kanye\'s album released in 2010 is ""My Beautiful Dark Twisted Fantasy.""']",9
Botany,How does the plant escape the seed?,splits to release it,"['The plant escapes the seed through the process of germination. When conditions are favorable, such as suitable moisture, temperature, and light, the seed absorbs water and swells. The seed coat breaks open, allowing the young sporophyte (the emerging plant) to emerge from the seed. This process is facilitated by the energy stored in the seed, which supports the growth of the embryo into a new plant. The germination process can vary among different plant species, but it generally involves the splitting of the seed coat and the growth of the root and shoot systems.']",7
Ottoman_Empire,Preparing food at the Yalıs of the Pashas was one way Ottoman Cuisine might spread to whom?,the population,"['Ottoman cuisine might spread to the local population, including various ethnic groups residing in Istanbul and the surrounding regions, as a result of cooking at the Yalıs of the Pashas.']",3
History_of_science,What occurrence is measured by a seismometer?,an earthquake,"['A seismometer measures seismic activity, specifically the vibrations of the ground caused by earthquakes and other seismic events.']",3
Queen_Victoria,Where was Queen Victoria when Francis tried to shoot her?,"riding in a carriage along The Mall, London","['Queen Victoria was riding in a carriage along The Mall, London, when John Francis aimed a pistol at her.']",7
Frédéric_Chopin,What does rubato mean?,the practice in performance of disregarding strict time,"['Rubato is a performance practice in music that involves a flexible approach to tempo, where strict timing is disregarded for expressive effect. It allows musicians to ""rob"" time from certain notes to enhance the emotional quality of the performance. This can involve slightly delaying or rushing specific melody notes or phrases while maintaining the overall structure of the piece.']",9
Edmund_Burke,Whose administration repealed the Paymaster General Act?,Shelburne,"['The context provided does not specify the administration that repealed the Paymaster General Act. Therefore, based on the information given, it is not possible to identify the specific administration responsible for the repeal.']",0
Sony_Music_Entertainment,What label did ABC sell in 1979?,MCA Records,['ABC sold its record division to MCA Records in 1979.'],5
"Punjab,_Pakistan",What famous mosque is in Punjab?,Badshahi Mosque,"['One famous mosque in Punjab is the Badshahi Mosque, located in Lahore. It is one of the largest and most magnificent mosques in Pakistan and a significant example of Mughal architecture.']",8
Asphalt,Where is a sixth upgrader being built in Alberta?,"Redwater, Alberta","['A sixth upgrader is under construction near Redwater, Alberta.']",5
Black_people,What was the award in 1998 for?,Inside Black Australia,"['The context does not provide specific information regarding an award in 1998, but it mentions that the 1998 season for the Chicago Cubs began with significant events, including the death of legendary broadcaster Harry Caray and the performance of players like Sammy Sosa and rookie Kerry Wood. The focus is more on sporting achievements rather than an award in that specific year. Therefore, the context does not explicitly state what award, if any, was awarded in 1998.']",0
Genocide,Three others were charged with participating in genocides in Bosnia by which country's courts?,German courts,['Three others were charged with participating in genocides in Bosnia by German courts.'],3
